"schoolyear","leacode","leaname","experiencebin","teachercount","teachertotalcount"
"2021-22","29311","La Conner School District","25.0 - 29.9","3","53"
"2021-22","29311","La Conner School District","30.0 - 34.9","4","53"
"2021-22","29311","La Conner School District","35.0 - 39.9","0","53"
"2021-22","29311","La Conner School District","40.0 - 44.9","0","53"
"2021-22","29311","La Conner School District","45.0 - 49.9","1","53"
"2021-22","29311","La Conner School District","50.0 - 54.9","0","53"
"2021-22","29311","La Conner School District","55.0 - 59.9","0","53"
"2021-22","29311","La Conner School District","Not Reported","5","53"
"2021-22","38126","LaCrosse School District","0.0 - 4.9","4","15"
"2021-22","38126","LaCrosse School District","5.0 - 9.9","4","15"
"2021-22","38126","LaCrosse School District","10.0 - 14.9","3","15"
"2021-22","38126","LaCrosse School District","15.0 - 19.9","0","15"
"2021-22","38126","LaCrosse School District","20.0 - 24.9","2","15"
"2021-22","38126","LaCrosse School District","25.0 - 29.9","1","15"
"2021-22","38126","LaCrosse School District","30.0 - 34.9","0","15"
"2021-22","38126","LaCrosse School District","35.0 - 39.9","1","15"
"2021-22","38126","LaCrosse School District","40.0 - 44.9","0","15"
"2021-22","38126","LaCrosse School District","45.0 - 49.9","0","15"
"2021-22","38126","LaCrosse School District","50.0 - 54.9","0","15"
"2021-22","38126","LaCrosse School District","55.0 - 59.9","0","15"
"2021-22","38126","LaCrosse School District","Not Reported","0","15"
"2021-22","04129","Lake Chelan School District","0.0 - 4.9","20","90"
"2021-22","04129","Lake Chelan School District","5.0 - 9.9","18","90"
"2021-22","04129","Lake Chelan School District","10.0 - 14.9","11","90"
"2021-22","04129","Lake Chelan School District","15.0 - 19.9","11","90"
"2021-22","04129","Lake Chelan School District","20.0 - 24.9","9","90"
"2021-22","04129","Lake Chelan School District","25.0 - 29.9","10","90"
"2021-22","04129","Lake Chelan School District","30.0 - 34.9","4","90"
"2021-22","04129","Lake Chelan School District","35.0 - 39.9","4","90"
"2021-22","04129","Lake Chelan School District","40.0 - 44.9","1","90"
"2021-22","04129","Lake Chelan School District","45.0 - 49.9","0","90"
"2021-22","04129","Lake Chelan School District","50.0 - 54.9","0","90"
"2021-22","04129","Lake Chelan School District","55.0 - 59.9","0","90"
"2021-22","04129","Lake Chelan School District","Not Reported","2","90"
"2021-22","14097","Lake Quinault School District","0.0 - 4.9","5","19"
"2021-22","14097","Lake Quinault School District","5.0 - 9.9","1","19"
"2021-22","14097","Lake Quinault School District","10.0 - 14.9","1","19"
"2021-22","14097","Lake Quinault School District","15.0 - 19.9","3","19"
"2021-22","14097","Lake Quinault School District","20.0 - 24.9","4","19"
"2021-22","14097","Lake Quinault School District","25.0 - 29.9","1","19"
"2021-22","14097","Lake Quinault School District","30.0 - 34.9","1","19"
"2021-22","14097","Lake Quinault School District","35.0 - 39.9","0","19"
"2021-22","14097","Lake Quinault School District","40.0 - 44.9","0","19"
"2021-22","14097","Lake Quinault School District","45.0 - 49.9","0","19"
"2021-22","14097","Lake Quinault School District","50.0 - 54.9","0","19"
"2021-22","14097","Lake Quinault School District","55.0 - 59.9","0","19"
"2021-22","14097","Lake Quinault School District","Not Reported","3","19"
"2021-22","31004","Lake Stevens School District","0.0 - 4.9","109","574"
"2021-22","31004","Lake Stevens School District","5.0 - 9.9","116","574"
"2021-22","31004","Lake Stevens School District","10.0 - 14.9","57","574"
"2021-22","31004","Lake Stevens School District","15.0 - 19.9","93","574"
"2021-22","31004","Lake Stevens School District","20.0 - 24.9","76","574"
"2021-22","31004","Lake Stevens School District","25.0 - 29.9","46","574"
"2021-22","31004","Lake Stevens School District","30.0 - 34.9","16","574"
"2021-22","31004","Lake Stevens School District","35.0 - 39.9","8","574"
"2021-22","31004","Lake Stevens School District","40.0 - 44.9","1","574"
"2021-22","31004","Lake Stevens School District","45.0 - 49.9","1","574"
"2021-22","31004","Lake Stevens School District","50.0 - 54.9","0","574"
"2021-22","31004","Lake Stevens School District","55.0 - 59.9","0","574"
"2021-22","31004","Lake Stevens School District","Not Reported","51","574"
"2021-22","17414","Lake Washington School District","0.0 - 4.9","515","1996"
"2021-22","17414","Lake Washington School District","5.0 - 9.9","493","1996"
"2021-22","17414","Lake Washington School District","10.0 - 14.9","304","1996"
"2021-22","17414","Lake Washington School District","15.0 - 19.9","202","1996"
"2021-22","17414","Lake Washington School District","20.0 - 24.9","152","1996"
"2021-22","17414","Lake Washington School District","25.0 - 29.9","71","1996"
"2021-22","17414","Lake Washington School District","30.0 - 34.9","47","1996"
"2021-22","17414","Lake Washington School District","35.0 - 39.9","27","1996"
"2021-22","17414","Lake Washington School District","40.0 - 44.9","9","1996"
"2021-22","17414","Lake Washington School District","45.0 - 49.9","2","1996"
"2021-22","17414","Lake Washington School District","50.0 - 54.9","0","1996"
"2021-22","17414","Lake Washington School District","55.0 - 59.9","0","1996"
"2021-22","17414","Lake Washington School District","Not Reported","175","1996"
"2021-22","31306","Lakewood School District","0.0 - 4.9","52","155"
"2021-22","31306","Lakewood School District","5.0 - 9.9","24","155"
"2021-22","31306","Lakewood School District","10.0 - 14.9","18","155"
"2021-22","31306","Lakewood School District","15.0 - 19.9","16","155"
"2021-22","31306","Lakewood School District","20.0 - 24.9","19","155"
"2021-22","31306","Lakewood School District","25.0 - 29.9","10","155"
"2021-22","31306","Lakewood School District","30.0 - 34.9","9","155"
"2021-22","31306","Lakewood School District","35.0 - 39.9","1","155"
"2021-22","31306","Lakewood School District","40.0 - 44.9","0","155"
"2021-22","31306","Lakewood School District","45.0 - 49.9","0","155"
"2021-22","31306","Lakewood School District","50.0 - 54.9","0","155"
"2021-22","31306","Lakewood School District","55.0 - 59.9","0","155"
"2021-22","31306","Lakewood School District","Not Reported","6","155"
"2021-22","38264","Lamont School District","0.0 - 4.9","2","5"
"2021-22","38264","Lamont School District","5.0 - 9.9","1","5"
"2021-22","38264","Lamont School District","10.0 - 14.9","0","5"
"2021-22","38264","Lamont School District","15.0 - 19.9","1","5"
"2021-22","38264","Lamont School District","20.0 - 24.9","0","5"
"2021-22","38264","Lamont School District","25.0 - 29.9","1","5"
"2021-22","38264","Lamont School District","30.0 - 34.9","0","5"
"2021-22","38264","Lamont School District","35.0 - 39.9","0","5"
"2021-22","38264","Lamont School District","40.0 - 44.9","0","5"
"2021-22","38264","Lamont School District","45.0 - 49.9","0","5"
"2021-22","38264","Lamont School District","50.0 - 54.9","0","5"
"2021-22","38264","Lamont School District","55.0 - 59.9","0","5"
"2021-22","38264","Lamont School District","Not Reported","0","5"
"2021-22","32362","Liberty School District","0.0 - 4.9","6","37"
"2021-22","32362","Liberty School District","5.0 - 9.9","8","37"
"2021-22","32362","Liberty School District","10.0 - 14.9","5","37"
"2021-22","32362","Liberty School District","15.0 - 19.9","5","37"
"2021-22","32362","Liberty School District","20.0 - 24.9","5","37"
"2021-22","32362","Liberty School District","25.0 - 29.9","3","37"
"2021-22","32362","Liberty School District","30.0 - 34.9","3","37"
"2021-22","32362","Liberty School District","35.0 - 39.9","1","37"
"2021-22","32362","Liberty School District","40.0 - 44.9","0","37"
"2021-22","32362","Liberty School District","45.0 - 49.9","0","37"
"2021-22","32362","Liberty School District","50.0 - 54.9","0","37"
"2021-22","32362","Liberty School District","55.0 - 59.9","0","37"
"2021-22","32362","Liberty School District","Not Reported","1","37"
"2021-22","01158","Lind School District","0.0 - 4.9","1","36"
"2021-22","01158","Lind School District","5.0 - 9.9","4","36"
"2021-22","01158","Lind School District","10.0 - 14.9","7","36"
"2021-22","01158","Lind School District","15.0 - 19.9","3","36"
"2021-22","01158","Lind School District","20.0 - 24.9","2","36"
"2021-22","01158","Lind School District","25.0 - 29.9","0","36"
"2021-22","01158","Lind School District","30.0 - 34.9","2","36"
"2021-22","01158","Lind School District","35.0 - 39.9","0","36"
"2021-22","01158","Lind School District","40.0 - 44.9","0","36"
"2021-22","01158","Lind School District","45.0 - 49.9","0","36"
"2021-22","01158","Lind School District","50.0 - 54.9","0","36"
"2021-22","01158","Lind School District","55.0 - 59.9","0","36"
"2021-22","01158","Lind School District","Not Reported","17","36"
"2021-22","08122","Longview School District","0.0 - 4.9","78","405"
"2021-22","08122","Longview School District","5.0 - 9.9","102","405"
"2021-22","08122","Longview School District","10.0 - 14.9","56","405"
"2021-22","08122","Longview School District","15.0 - 19.9","56","405"
"2021-22","08122","Longview School District","20.0 - 24.9","41","405"
"2021-22","08122","Longview School District","25.0 - 29.9","21","405"
"2021-22","08122","Longview School District","30.0 - 34.9","24","405"
"2021-22","08122","Longview School District","35.0 - 39.9","10","405"
"2021-22","08122","Longview School District","40.0 - 44.9","0","405"
"2021-22","08122","Longview School District","45.0 - 49.9","0","405"
"2021-22","08122","Longview School District","50.0 - 54.9","0","405"
"2021-22","08122","Longview School District","55.0 - 59.9","0","405"
"2021-22","08122","Longview School District","Not Reported","17","405"
"2021-22","33183","Loon Lake School District","0.0 - 4.9","4","14"
"2021-22","33183","Loon Lake School District","5.0 - 9.9","2","14"
"2021-22","33183","Loon Lake School District","10.0 - 14.9","2","14"
"2021-22","33183","Loon Lake School District","15.0 - 19.9","2","14"
"2021-22","33183","Loon Lake School District","20.0 - 24.9","4","14"
"2021-22","33183","Loon Lake School District","25.0 - 29.9","0","14"
"2021-22","33183","Loon Lake School District","30.0 - 34.9","0","14"
"2021-22","33183","Loon Lake School District","35.0 - 39.9","0","14"
"2021-22","33183","Loon Lake School District","40.0 - 44.9","0","14"
"2021-22","33183","Loon Lake School District","45.0 - 49.9","0","14"
"2021-22","33183","Loon Lake School District","50.0 - 54.9","0","14"
"2021-22","33183","Loon Lake School District","55.0 - 59.9","0","14"
"2021-22","33183","Loon Lake School District","Not Reported","0","14"
"2021-22","28144","Lopez School District","0.0 - 4.9","4","26"
"2021-22","28144","Lopez School District","5.0 - 9.9","9","26"
"2021-22","28144","Lopez School District","10.0 - 14.9","2","26"
"2021-22","28144","Lopez School District","15.0 - 19.9","5","26"
"2021-22","28144","Lopez School District","20.0 - 24.9","0","26"
"2021-22","28144","Lopez School District","25.0 - 29.9","0","26"
"2021-22","28144","Lopez School District","30.0 - 34.9","2","26"
"2021-22","28144","Lopez School District","35.0 - 39.9","1","26"
"2021-22","28144","Lopez School District","40.0 - 44.9","0","26"
"2021-22","28144","Lopez School District","45.0 - 49.9","0","26"
"2021-22","28144","Lopez School District","50.0 - 54.9","0","26"
"2021-22","28144","Lopez School District","55.0 - 59.9","0","26"
"2021-22","28144","Lopez School District","Not Reported","3","26"
"2021-22","32903","Lumen Public School","0.0 - 4.9","3","6"
"2021-22","32903","Lumen Public School","5.0 - 9.9","1","6"
"2021-22","32903","Lumen Public School","10.0 - 14.9","2","6"
"2021-22","32903","Lumen Public School","15.0 - 19.9","0","6"
"2021-22","32903","Lumen Public School","20.0 - 24.9","0","6"
"2021-22","32903","Lumen Public School","25.0 - 29.9","0","6"
"2021-22","32903","Lumen Public School","30.0 - 34.9","0","6"
"2021-22","32903","Lumen Public School","35.0 - 39.9","0","6"
"2021-22","32903","Lumen Public School","40.0 - 44.9","0","6"
"2021-22","32903","Lumen Public School","45.0 - 49.9","0","6"
"2021-22","32903","Lumen Public School","50.0 - 54.9","0","6"
"2021-22","32903","Lumen Public School","55.0 - 59.9","0","6"
"2021-22","32903","Lumen Public School","Not Reported","0","6"
"2021-22","37903","Lummi Tribal Agency","0.0 - 4.9","22","52"
"2021-22","37903","Lummi Tribal Agency","5.0 - 9.9","9","52"
"2021-22","37903","Lummi Tribal Agency","10.0 - 14.9","5","52"
"2021-22","37903","Lummi Tribal Agency","15.0 - 19.9","3","52"
"2021-22","37903","Lummi Tribal Agency","20.0 - 24.9","5","52"
"2021-22","37903","Lummi Tribal Agency","25.0 - 29.9","3","52"
"2021-22","37903","Lummi Tribal Agency","30.0 - 34.9","3","52"
"2021-22","37903","Lummi Tribal Agency","35.0 - 39.9","0","52"
"2021-22","37903","Lummi Tribal Agency","40.0 - 44.9","0","52"
"2021-22","37903","Lummi Tribal Agency","45.0 - 49.9","0","52"
"2021-22","37903","Lummi Tribal Agency","50.0 - 54.9","0","52"
"2021-22","37903","Lummi Tribal Agency","55.0 - 59.9","0","52"
"2021-22","37903","Lummi Tribal Agency","Not Reported","2","52"
"2021-22","20406","Lyle School District","0.0 - 4.9","9","18"
"2021-22","20406","Lyle School District","5.0 - 9.9","2","18"
"2021-22","20406","Lyle School District","10.0 - 14.9","1","18"
"2021-22","20406","Lyle School District","15.0 - 19.9","1","18"
"2021-22","20406","Lyle School District","20.0 - 24.9","2","18"
"2021-22","20406","Lyle School District","25.0 - 29.9","1","18"
"2021-22","20406","Lyle School District","30.0 - 34.9","1","18"
"2021-22","20406","Lyle School District","35.0 - 39.9","0","18"
"2021-22","20406","Lyle School District","40.0 - 44.9","0","18"
"2021-22","20406","Lyle School District","45.0 - 49.9","0","18"
"2021-22","20406","Lyle School District","50.0 - 54.9","0","18"
"2021-22","20406","Lyle School District","55.0 - 59.9","0","18"
"2021-22","20406","Lyle School District","Not Reported","1","18"
"2021-22","37504","Lynden School District","0.0 - 4.9","43","207"
"2021-22","37504","Lynden School District","5.0 - 9.9","37","207"
"2021-22","37504","Lynden School District","10.0 - 14.9","30","207"
"2021-22","37504","Lynden School District","15.0 - 19.9","35","207"
"2021-22","37504","Lynden School District","20.0 - 24.9","19","207"
"2021-22","37504","Lynden School District","25.0 - 29.9","16","207"
"2021-22","37504","Lynden School District","30.0 - 34.9","11","207"
"2021-22","37504","Lynden School District","35.0 - 39.9","9","207"
"2021-22","37504","Lynden School District","40.0 - 44.9","2","207"
"2021-22","37504","Lynden School District","45.0 - 49.9","0","207"
"2021-22","37504","Lynden School District","50.0 - 54.9","0","207"
"2021-22","37504","Lynden School District","55.0 - 59.9","0","207"
"2021-22","37504","Lynden School District","Not Reported","5","207"
"2021-22","39120","Mabton School District","0.0 - 4.9","21","54"
