year,districtid,enrollment,pctfemale,pctblack,pcthispanic,pcttwomoreraces,pctwhite,pctesl,pcthighlycapable,pctfrpl,pctsection504,pctdisabilities,districtnumber,nces_lea
2021,21237,799,0.4618272841051314,0.007509386733416771,0.09136420525657071,0.052565707133917394,0.83729662077597,0.015018773466833541,0.025031289111389236,0.509386733416771,0.0037546933667083854,0.19524405506883605,100267,5308910
2022,21237,819,0.4713064713064713,0,0.10378510378510379,0.047619047619047616,0.8400488400488401,0.01221001221001221,0.002442002442002442,0.5225885225885226,0.008547008547008548,0.1746031746031746,100267,5308910
2023,21237,849,0.47703180212014135,0.001177856301531213,0.09540636042402827,0.045936395759717315,0.8421672555948174,0.012956419316843345,0.015312131919905771,0.4923439340400471,0.011778563015312132,0.1872791519434629,100267,5308910
2024,21237,866,0.47344110854503463,0.0023094688221709007,0.08891454965357967,0.04849884526558892,0.8441108545034642,0.008083140877598153,0.03233256351039261,0.46997690531177827,0.012702078521939953,0.18937644341801385,100267,5308910
2025,21237,910,0.47692307692307695,0.0032967032967032967,0.09340659340659341,0.04945054945054945,0.8384615384615385,0.014285714285714285,0.023076923076923078,0.4989010989010989,0.008791208791208791,0.18681318681318682,100267,5308910
2015,21300,763,0.4705111402359109,0.001310615989515072,0.10878112712975098,0.0327653997378768,0.8414154652686763,0.039318479685452164,0,0.6055045871559633,0.020969855832241154,0.11664482306684142,100184,5306240
2016,21300,783,0.47381864623243936,0.002554278416347382,0.1136653895274585,0.04469987228607918,0.8263090676883781,0.038314176245210725,0,0.6028097062579821,0.020434227330779056,0.140485312899106,100184,5306240
2017,21300,817,0.4785801713586291,0,0.11138310893512852,0.044063647490820076,0.8335373317013464,0.03916768665850673,0,0.587515299877601,0.022031823745410038,0.14687882496940025,100184,5306240
2018,21300,892,0.48878923766816146,0,0.11771300448430494,0.04820627802690583,0.8228699551569507,0.03587443946188341,0.01905829596412556,0.5908071748878924,0.020179372197309416,0.1446188340807175,100184,5306240
2019,21300,876,0.4885844748858447,0,0.1050228310502283,0.04794520547945205,0.83675799086758,0.03995433789954338,0.001141552511415525,0.6095890410958904,0.02511415525114155,0.1552511415525114,100184,5306240
2020,21300,861,0.4889663182346109,0,0.10220673635307782,0.056910569105691054,0.8315911730545877,0.036004645760743324,0.04065040650406504,0.586527293844367,0.027874564459930314,0.156794425087108,100184,5306240
2021,21300,837,0.48028673835125446,0,0.11469534050179211,0.052568697729988054,0.8255675029868578,0.03106332138590203,0.038231780167264036,0.5830346475507766,0.021505376344086023,0.16726403823178015,100184,5306240
2022,21300,851,0.47591069330199764,0.0011750881316098707,0.12573443008225618,0.04935370152761457,0.8061104582843713,0.02702702702702703,0.02937720329024677,0.5828437132784959,0.022326674500587545,0.18566392479435959,100184,5306240
2023,21300,871,0.4856486796785304,0.001148105625717566,0.1079219288174512,0.0574052812858783,0.8185993111366245,0.02870264064293915,0.021814006888633754,0.6016073478760046,0.03214695752009185,0.19058553386911595,100184,5306240
2024,21300,899,0.4883203559510567,0.0011123470522803114,0.10901001112347053,0.05561735261401557,0.8209121245828699,0.02335928809788654,0.048943270300333706,0.5706340378197998,0.0389321468298109,0.1946607341490545,100184,5306240
2025,21300,926,0.49676025917926564,0.0010799136069114472,0.11555075593952484,0.05939524838012959,0.8045356371490281,0.026997840172786176,0.04643628509719223,0.5388768898488121,0.03347732181425486,0.19978401727861772,100184,5306240
2015,21301,277,0.4729241877256318,0.007220216606498195,0.04693140794223827,0.04332129963898917,0.8916967509025271,0,0,0.6353790613718412,0,0.148014440433213,100198,5306660
2016,21301,291,0.48109965635738833,0.003436426116838488,0.054982817869415807,0.041237113402061855,0.872852233676976,0,0,0.6013745704467354,0.010309278350515464,0.15807560137457044,100198,5306660
2017,21301,298,0.47651006711409394,0.003355704697986577,0.07718120805369127,0.050335570469798654,0.8590604026845637,0,0,0.5771812080536913,0.010067114093959731,0.15436241610738255,100198,5306660
2018,21301,272,0.4338235294117647,0.003676470588235294,0.08823529411764706,0.058823529411764705,0.8345588235294118,0,0.01838235294117647,0.5477941176470589,0.051470588235294115,0.20588235294117646,100198,5306660
2019,21301,297,0.43097643097643096,0.003367003367003367,0.08080808080808081,0.05723905723905724,0.8383838383838383,0,0.016835016835016835,0.531986531986532,0.026936026936026935,0.19865319865319866,100198,5306660
2020,21301,294,0.47619047619047616,0,0.05442176870748299,0.06802721088435375,0.8503401360544217,0,0.013605442176870748,0.5782312925170068,0.023809523809523808,0.1836734693877551,100198,5306660
2021,21301,271,0.4870848708487085,0,0.04797047970479705,0.07749077490774908,0.8523985239852399,0,0.014760147601476014,0.6014760147601476,0.055350553505535055,0.1992619926199262,100198,5306660
2022,21301,275,0.46545454545454545,0,0.05090909090909091,0.06909090909090909,0.8581818181818182,0,0.01090909090909091,0.6218181818181818,0.04727272727272727,0.19272727272727272,100198,5306660
2023,21301,271,0.43911439114391143,0,0.07749077490774908,0.04797047970479705,0.8523985239852399,0,0.01107011070110701,0.6605166051660517,0.04428044280442804,0.22140221402214022,100198,5306660
2024,21301,279,0.3835125448028674,0,0.07168458781362007,0.043010752688172046,0.8673835125448028,0,0.010752688172043012,0.5985663082437276,0.035842293906810034,0.22939068100358423,100198,5306660
2025,21301,285,0.43157894736842106,0.007017543859649123,0.07719298245614035,0.07719298245614035,0.8105263157894737,0,0.007017543859649123,0.5578947368421052,0.028070175438596492,0.2,100198,5306660
2015,21302,3002,0.46135909393737506,0.01765489673550966,0.17121918720852763,0.06095936042638241,0.729180546302465,0.043637574950033314,0,0.5239840106595602,0.0073284477015323115,0.1632245169886742,100041,5301170
2016,21302,3026,0.4656311962987442,0.011896893588896233,0.1817580964970258,0.056179775280898875,0.7306675479180437,0.04923992068737607,0,0.5168539325842697,0.009583608724388631,0.16787838730998017,100041,5301170
2017,21302,3069,0.45128706419029,0.019224503095470837,0.19126751384815902,0.06158357771260997,0.7073965461062235,0.05246008471814923,0.004887585532746823,0.5066797002280873,0.010101010101010102,0.1717171717171717,100041,5301170
2018,21302,3099,0.4578896418199419,0.01936108422071636,0.19006131010003227,0.061955469506292354,0.7095837366892546,0.055501774766053565,0.02484672474991933,0.48854469183607613,0.01903839948370442,0.16392384640206517,100041,5301170
2019,21302,3160,0.4629746835443038,0.01550632911392405,0.1990506329113924,0.06677215189873417,0.7015822784810126,0.05284810126582278,0.026265822784810128,0.5022151898734177,0.02088607594936709,0.16835443037974684,100041,5301170
2020,21302,3279,0.47209515096065874,0.01646843549862763,0.19182677645623666,0.05763952424519671,0.7151570600792925,0.04574565416285453,0.028972247636474536,0.47483989021043,0.026227508386703263,0.1680390362915523,100041,5301170
2021,21302,3069,0.4744216357119583,0.01335940045617465,0.20625610948191594,0.0635386119257087,0.7031606386445096,0.04105571847507331,0.024112088628217662,0.4871293580971,0.02346041055718475,0.16585206907787553,100041,5301170
2022,21302,3024,0.4818121693121693,0.013558201058201057,0.2099867724867725,0.05357142857142857,0.7060185185185185,0.03902116402116402,0.026785714285714284,0.5128968253968254,0.027447089947089946,0.16005291005291006,100041,5301170
2023,21302,3052,0.4741153342070773,0.01507208387942333,0.2100262123197903,0.05602883355176933,0.6998689384010485,0.04554390563564875,0.0245740498034076,0.5206422018348624,0.0317824377457405,0.16087811271297509,100041,5301170
2024,21302,3158,0.4759341355288157,0.017099430018999367,0.21595946801773275,0.055098163394553513,0.6915769474350855,0.0506649778340722,0.04401519949335022,0.5560481317289424,0.04116529449018366,0.1649778340721976,100041,5301170
2025,21302,3218,0.47110006215040395,0.0254816656308266,0.21939092604101926,0.061528899937849595,0.673088875077688,0.05034182722187694,0.05220633934120572,0.5571783716594157,0.0435052827843381,0.16159105034182722,100041,5301170
2015,21303,449,0.49888641425389757,0.0066815144766146995,0.0400890868596882,0.013363028953229399,0.9220489977728286,0,0,0.643652561247216,0.011135857461024499,0.1492204899777283,100293,5309750
2016,21303,459,0.4989106753812636,0.006535947712418301,0.061002178649237473,0.010893246187363835,0.9084967320261438,0,0,0.6840958605664488,0.008714596949891068,0.18082788671023964,100293,5309750
2017,21303,472,0.5042372881355932,0.01059322033898305,0.06567796610169492,0.01059322033898305,0.902542372881356,0,0,0.6864406779661016,0.019067796610169493,0.20127118644067796,100293,5309750
2018,21303,434,0.5023041474654378,0.013824884792626729,0.07373271889400922,0.013824884792626729,0.8894009216589862,0,0.018433179723502304,0.6935483870967742,0.01152073732718894,0.1889400921658986,100293,5309750
2019,21303,427,0.4918032786885246,0.0117096018735363,0.06323185011709602,0.01405152224824356,0.892271662763466,0,0.01873536299765808,0.711943793911007,0.0117096018735363,0.1920374707259953,100293,5309750
2020,21303,408,0.47058823529411764,0.00980392156862745,0.07352941176470588,0.014705882352941176,0.8799019607843137,0,0.014705882352941176,0.6911764705882353,0.007352941176470588,0.17647058823529413,100293,5309750
2021,21303,354,0.480225988700565,0.011299435028248588,0.096045197740113,0.01977401129943503,0.8615819209039548,0,0.01694915254237288,0.7146892655367232,0.00847457627118644,0.17796610169491525,100293,5309750
2022,21303,350,0.5057142857142857,0.008571428571428572,0.12571428571428572,0.05142857142857143,0.8,0,0.022857142857142857,0.7085714285714285,0.002857142857142857,0.18285714285714286,100293,5309750
