year,districtid,districtnumber,nces_lea,name,county,expectedtotest_n,metMATH_n,metMATH_pct,metMATH_Level1_pct,metMATH_Level2_pct,metMATH_Level3_pct,metMATH_Level4_pct,testedonly_metMATH_pct,noscore_MATH_pct,metELA_n,metELA_pct,metELA_Level1_pct,metELA_Level2_pct,metELA_Level3_pct,metELA_Level4_pct,testedonly_metELA_pct,noscore_ELA_pct,meantotalsalary,meancertbasesalary,meanexperience,enrollment,totalrev,tfedrev,tstaterev,c01,c05,c07,c08,c10,tlocalrev,t06,totalexp,tinstruction,tsupport,tcapex,pctfemale,pctblack,pcthispanic,pcttwomoreraces,pctwhite,pctesl,pcthighlycapable,pctfrpl,pctsection504,pctdisabilities,tsalaries,tsalariesinstruction,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted,totalrev_cpi_adjusted,tfedrev_cpi_adjusted,tstaterev_cpi_adjusted,c01_cpi_adjusted,c05_cpi_adjusted,c07_cpi_adjusted,c08_cpi_adjusted,c10_cpi_adjusted,tlocalrev_cpi_adjusted,t06_cpi_adjusted,totalexp_cpi_adjusted,tinstruction_cpi_adjusted,tsupport_cpi_adjusted,tcapex_cpi_adjusted,tsalaries_cpi_adjusted,tsalariesinstruction_cpi_adjusted
2024,26070,100232,5307800,Selkirk School District,Pend Oreille,23,12,0.5220000147819519,0.173913043,0.304347826,0.260869565,0.260869565,0.52173913,0,15,0.6520000100135803,0.043478261,0.304347826,0.434782609,0.217391304,0.652173913,0,73500.44827586207,67829.41379310345,9.486206922037848,259,6217577,952930,4319188,3100172.76,531528.96,0,0,38187.3,823687,666270.95,6077460,2759246,2739291,1202967,0.4674329501915709,0.0038314176245210726,0.1111111111111111,0.05363984674329502,0.8199233716475096,0.0038314176245210726,0,0.6475095785440613,0.02681992337164751,0.21839080459770116,3403401.5,1969104.375,55530.24122603138,51245.72432557939,4697434.624556036,719947.0753282482,3263184.8807287687,2342208.044215528,401574.8483144253,0,0,28850.844185493595,622302.8413796383,503373.61802931316,4591574.987065592,2084634.8502105793,2069558.6705455722,908852.2487133333,2571300.049418921,1487675.8374668737
2025,26070,100232,5307800,Selkirk School District,Pend Oreille,20,12,0.6000000238418579,0.2,0.2,0.4,0.2,0.6,0,10,0.5,0.25,0.25,0.35,0.15,0.5,0,76984.29629629629,72416.62962962964,11.144444444444446,256,6204575,525190,4698264,3336606.42,541698.35,0,0,54722.42,863344,662694.25,6331567,2787816,2957095,1436888,0.4642857142857143,0.003968253968253968,0.12301587301587301,0.05555555555555555,0.8095238095238095,0,0,0.6706349206349206,0.015873015873015872,0.21428571428571427,3671002,1943240.125,56669.476821834134,53307.13810147638,4567295.35850479,386601.47541662893,3458473.68437486,2456133.9036474344,398753.5584088681,0,0,40282.12325133464,635522.5046023232,487820.74068454525,4660776.374072696,2052159.7494051387,2176768.9597043665,1057718.1987632078,2702288.294631268,1430452.7873984545
2015,27001,100254,5308460,Steilacoom Hist. School District,Pierce,191,119,0.522,0.1710526315789,0.2894736842105,0.2412280701754,0.2807017543859,0.53125,0.0175438596491,159,0.697,0.0657894736842,0.2149122807017,0.4517543859649,0.2456140350877,0.7130044843049,0.0219298245614,47078.05,30530.12,7.512174,3053,36598000,2195000,20047000,15733000,2300000,91000,27000,11000,14356000,12821000,34872000,16686000,11931000,2004000,0.4915088177661659,0.06988896146309602,0.14630960156760286,0.14467668190725017,0.5297191378184193,0.03069888961463096,0.009797517962116264,0.248203788373612,0.03494448073154801,0.12050947093403004,16953000,11190000,47078.05,30530.12,36598000,2195000,20047000,15733000.000000002,2300000,91000,27000,11000,14355999.999999998,12821000,34872000,16686000,11931000,2004000.0000000002,16953000,11190000
2017,27001,100254,5308460,Steilacoom Hist. School District,Pierce,218,147,0.523,0.2028469750889,0.2669039145907,0.220640569395,0.3024911032028,0.5268817204301,0.0071174377224,179,0.637,0.1459074733096,0.2099644128113,0.4341637010676,0.2028469750889,0.6415770609318,0.0071174377224,52739.003,32981.014,7.37,3248,42480000,2397000,24894000,19875000,3142000,96000,32000,10000,15189000,13791000,38164000,19729000,13949000,646000,0.4730852045524454,0.07720701322669948,0.16364195632113196,0.16087357736081206,0.4992310058443556,0.034758535835127655,0.05721316517994463,0.24054137188557367,0.03629652414641649,0.13380498308212857,19772000,13073000,50992.10595687538,31888.569460692885,41072916.39639199,2317603.121519576,24069425.159411065,19216671.689696107,3037926.1609572414,92820.15004834346,30940.050016114492,9668.765630035778,14685888.115461344,13334194.680382341,36899877.15046854,19075507.711497586,13486961.177336907,624602.2597003112,19117083.40370674,12639977.308145773
2018,27001,100254,5308460,Steilacoom Hist. School District,Pierce,259,162,0.602,0.1710037174721,0.2156133828996,0.2602230483271,0.3420074349442,0.6090225563909,0.0111524163568,198,0.736,0.089219330855,0.1635687732342,0.43866171003710003,0.2973977695167,0.7443609022556,0.0111524163568,54810.365,33963.678,7.5370572,3309,46731000,2688000,27638000,22063000,3531000,103000,73000,11000,16405000,14752000,41018000,21374000,15571000,518000,0.48389039445950016,0.07196627521830774,0.16772056609454983,0.1629027401385125,0.5025594700391448,0.0331225534477567,0.058115025594700394,0.24028906955736223,0.04155374887082204,0.1342968985245408,21043000,13761000,51733.08757340716,32056.81860153644,44107331.07493245,2537084.717412818,26086289.962743852,20824293.199508563,3332755.2593692937,97217.15993062512,68901.48228092848,10382.415138222099,15483956.394775778,13923762.556277491,38715082.19450855,20173976.469487194,14696780.556114212,488917.36741809524,19861560.159418873,12988401.337915845
2019,27001,100254,5308460,Steilacoom Hist. School District,Pierce,220,118,0.527,0.1964285714285,0.2678571428571,0.2053571428571,0.3214285714285,0.5315315315315,0.0089285714285,163,0.721,0.0884955752212,0.1814159292035,0.4159292035398,0.3053097345132,0.7276785714285,0.0088495575221,63553.932,42436.814,7.5827397,3288,51367000,2432000,33952000,26841000,4606000,150000,89000,13000,14983000,13381000,45972000,25493000,16307000,939000,0.47754854368932037,0.06856796116504854,0.17233009708737865,0.1720266990291262,0.49605582524271846,0.03640776699029126,0.06644417475728155,0.25849514563106796,0.04550970873786408,0.13531553398058252,24023000,16241000,58917.429689109995,39340.886179549656,47619580.97007299,2254576.302280015,31475071.798935473,24882846.43482643,4269974.690913548,139056.92653865225,82507.10974626699,12051.600300016527,13889932.868857509,12404804.893424703,42618166.84556614,23633188.18833241,15117342.007105349,870496.3601319629,22270430.308253616,15056156.95942834
2022,27001,100254,5308460,Steilacoom Hist. School District,Pierce,224,64,0.238,0.3791821561338,0.2118959107806,0.1115241635687,0.1263940520446,0.286995515695,0.1710037174721,119,0.442,0.2007434944237,0.1821561338289,0.3011152416356,0.1412639405204,0.536036036036,0.174721189591,72403.264,51963.578,7.9791557,3177,60198000,8742000,35514000,27480000,4831000,176000,91000,53000,15942000,15261000,65314000,29542000,20738000,8369000,0.47309136420525655,0.07947434292866083,0.20150187734668334,0.1639549436795995,0.45775969962453067,0.03879849812265332,0.058823529411764705,0.27471839799749687,0.04411764705882353,0.14267834793491865,28475000,19124000,58640.29799216237,42085.94378644273,48755103.89327461,7080253.799711065,28763227.34419341,22256391.49119882,3912686.582750418,142544.5743249997,73702.0242248578,42925.35476832378,12911622.749370145,12360072.436214888,52898615.49694905,23926430.765392847,16795962.399726387,6778156.491624561,23062254.28354754,15488763.86017781
2023,27001,100254,5308460,Steilacoom Hist. School District,Pierce,232,56,0.2409999966621399,0.4439655172413,0.2198275862068,0.1422413793103,0.0991379310344,0.2666666666666,0.0948275862068,124,0.5339999794960022,0.1810344827586,0.2112068965517,0.3663793103448,0.1681034482758,0.5767441860465,0.0732758620689,104837.00873362445,92392.82969432314,13.998253256375353,3098,60773000,4277000,37987000,28844000,5300000,213000,94000,14000,18509000,15366000,56409000,30888000,20847000,1470000,0.4733652312599681,0.07655502392344497,0.2025518341307815,0.16267942583732056,0.45964912280701753,0.04370015948963318,0.06889952153110047,0.3014354066985646,0.05518341307814992,0.14641148325358852,31397000,20584000,81543.51789983781,71864.28202218734,47269988.6537054,3326703.3299639323,29546756.931339696,22435218.80979183,4122405.3422513064,165674.02601877894,73114.3589003062,10889.372602173262,14396528.39240178,11951864.243213883,43875615.651142254,24025067.209709127,16215053.616964715,1143384.1232281926,24420973.685030997,16010488.974509602
2024,27001,100254,5308460,Steilacoom Hist. School District,Pierce,236,86,0.36399999260902405,0.292372881,0.216101695,0.177966102,0.186440678,0.417475728,0.127118644,138,0.5870000123977661,0.119148936,0.170212766,0.370212766,0.217021277,0.669902913,0.123404255,112040.30348258707,98296.19900497512,14.7880596551136,3048,52446622,3628023,39420471,29448109.97,5976798.11,209794.56,94451.76,23494.38,9389826,15606773.97,50392336,28557314,19559775,5940360,0.4732055862292952,0.06917830464436506,0.2159792140305294,0.15849301721338097,0.45696654758038324,0.037999350438454045,0.07177655082819097,0.30626826891848,0.058460539136083144,0.15362130561870738,30019948,20192168,84647.44400027064,74263.6510441641,39623888.553982094,2741003.5869094445,29782515.82436488,22248308.52932128,4515524.035471547,158501.65268359342,71359.14324410567,17750.2126784239,7094096.908000738,11791056.294807103,38071857.242565975,21575304.265298013,14777583.668610062,4487994.719860758,22680337.23789375,15255362.194638265
2025,27001,100254,5308460,Steilacoom Hist. School District,Pierce,246,109,0.4429999887943268,0.30894308943,0.21951219512,0.24390243902,0.19918699187,0.45606694561,0.02845528455,152,0.6179999709129333,0.11788617886,0.23577235772,0.39430894309,0.22357723577,0.6359832636,0.02845528455,118393.50256410257,104870.3282051282,15.34051282051282,3042,55715129,3069713,42071068,30444224,6693854,218272,97430,159999,10564338,15592816,52276318,29380406,20441338,6580872,0.4677631578947368,0.06315789473684211,0.21578947368421053,0.15921052631578947,0.45921052631578946,0.03848684210526316,0.09243421052631579,0.3148026315789474,0.07171052631578947,0.16381578947368422,31131108,20879856,87151.5123498629,77196.8689646198,41012873.577996165,2259669.024363766,30969243.437904995,22410521.747014116,4927462.123466752,160673.80803545084,71719.91422121928,117778.04121400866,7776592.580970618,11478142.522706103,38481505.10891083,21627426.85111974,15047223.729107566,4844294.112088923,22916148.982567105,15370024.440843793
2015,27003,100207,5306960,Puyallup School District,Pierce,1494,727,0.422,0.268448576409,0.2911098198721,0.2300987797791,0.192330040674,0.4301775147928,0.0180127832655,955,0.555,0.1591173054587,0.2682926829268,0.3879210220673,0.1666666666666,0.5647545830869,0.0180023228803,53064.42,31157.11,8.274318,21644,252248000,10320000,159061000,119104000,18757000,957000,213000,50000,82867000,71322000,229508000,121884000,80777000,10600000,0.4811877535964589,0.035734046477314645,0.1517428992991516,0.11642382884544449,0.6273515308004426,0.042281445960900034,0.042281445960900034,0.39192180007377353,0.05509959424566581,0.13426779786056806,132115000,82437000,53064.42,31157.11,252248000.00000003,10320000,159061000,119103999.99999999,18757000,956999.9999999999,213000,50000,82867000,71322000,229507999.99999997,121883999.99999999,80777000,10600000,132115000.00000001,82437000
2016,27003,100207,5306960,Puyallup School District,Pierce,1592,734,0.444,0.2571082879612,0.2807017543859,0.2202056866303,0.2238354506957,0.4522489217498,0.0181488203266,948,0.575,0.1575757575757,0.2521212121212,0.4042424242424,0.170303030303,0.5837438423645,0.0157575757575,55180.76,31835.52,8.094275,22097,282963000,10671000,182317000,138656000,21327000,1125000,233000,47000,89975000,78927000,251851000,131804000,87464000,15170000,0.4810503519220357,0.03758346868796246,0.1538982133188955,0.12051073813391085,0.6176682909222162,0.04529868254827649,0.045253564338567046,0.3790380797689948,0.058112254105757086,0.13133910846417615,141035008,88278000,54490.173046774995,31437.09861614929,279421719.378903,10537452.484926555,180035303.59800908,136920720.80873176,21060092.69478293,1110920.6302635532,230084.00609014032,46411.795219899555,88848963.29596728,77939228.96427685,248699085.9133388,130154473.55667321,86369388.44921903,14980147.520976089,139269955.53474247,87173201.24302751
2021,27003,100207,5306960,Puyallup School District,Pierce,1648,494,0.283,0.3556701030927,0.274914089347,0.1729667812142,0.1099656357388,0.3097178683385,0.0864833906071,834,0.479,0.2146957520091,0.2204362801377,0.316877152698,0.1618828932261,0.5238693467336,0.0861079219288,69666.882,46030.865,7.7921295,22398,380772000,19052000,269764000,196297000,32869000,2257000,651000,54000,91956000,81169000,414380000,188132000,124788000,73580000,0.4809184128399465,0.05367810967454302,0.18515381185911725,0.13379402585822558,0.533883192153366,0.058626839054837274,0.0567543468568881,0.38952296032099865,0.06999554168524298,0.12942487739634417,197730000,122058000,60932.814569609385,40260.02141912599,333034994.5803417,16663469.784397671,235943956.6931689,171687441.12260705,28748246.291379757,1974042.1637300833,569384.7800568383,47230.07392176539,80427568.10277516,70992923.52140324,362429593.1796508,164546079.01943642,109143453.04720853,64355348.8733981,172940787.34353095,106755710.42116371
2023,27003,100207,5306960,Puyallup School District,Pierce,1889,503,0.26600000262260437,0.4282689253573,0.2466913710958,0.1561672842773,0.1101111699311,0.2829021372328,0.0587612493382,888,0.47099998593330383,0.2315845257021,0.2405935347111,0.320084790673,0.150503444621,0.4991568296795,0.0572337042925,112175.42108585859,94585.35037878787,13.47657828206535,23104,424478000,23763000,290690000,215329000,38802000,2860000,714000,257000,110025000,94179000,430695000,218061000,162420000,20595000,0.47673462320910703,0.06345496255897502,0.19776652382807428,0.13967882958923084,0.49201402415270745,0.06925507509847206,0.057265290222049084,0.4496818594987664,0.07271782885339566,0.1407176557157079,242172992,145016992,87251.42550068554,73569.65164155222,330164221.6732359,18483154.36753166,226102265.83755326,167485550.93238333,30180673.979251925,2224543.2601582524,555358.0027108364,199897.76848275206,85578801.46815094,73253587.30714826,334999880.92092955,169610534.21446455,126332278.43178438,16019044.910125596,188365138.8622232,112796004.25245565
2024,27003,100207,5306960,Puyallup School District,Pierce,1762,556,0.3160000145435333,0.360953462,0.25368899,0.178206583,0.137343927,0.339231239,0.069807037,868,0.49399998784065247,0.204093235,0.250142126,0.35645253,0.137009665,0.520695861,0.052302445,118876.17388575016,100984.03138731953,13.5510357803357,23185,407350612,25380827,309274886,228774991.13,47557319.87,3423029.93,747901.51,806017.45,70908057,92947221.24,409507881,221692850,171874726,22244933,0.47419171866137266,0.06640778393472664,0.20022688598979013,0.13722239190191543,0.48374710938522625,0.09276146428727257,0.06012478729438457,0.46568349404424275,0.07247262096950129,0.14677778262576902,262479616,158165216,89812.00478026517,76294.3322722096,307757003.9169424,19175440.135227386,233659922.18544632,172841536.91487244,35929977.38643602,2586129.502549566,565046.230843903,608953.3394803735,53571666.60128101,70222450.85328998,309386839.799165,167490916.41430536,129852881.43572351,16806244.377050605,198305680.24144652,119495224.91459042
2025,27003,100207,5306960,Puyallup School District,Pierce,1737,577,0.3319999873638153,0.33506044905,0.2780656304,0.18134715026,0.1508347726,0.35140073082,0.0546919977,912,0.5249999761581421,0.1894070236,0.24006908463,0.36557282671,0.15947035118,0.55006031363,0.04548071387,125246.27852135118,106195.31676226897,13.722625876354396,23440,424307746,17602186,331556626,240373070.34,52694313.69,4190117.41,788424.99,2717201.43,72619015,111274383.22,431024667,233819499,179887418,27116810,0.47599688608251883,0.06963065478764813,0.2033993599169622,0.13900181645186402,0.4708070236138742,0.09847764034253093,0.06781420292362253,0.4803650203269613,0.0535853299887553,0.15050601159069285,276845888,166745344,92195.9596846787,78172.21604110788,312340297.1006764,12957274.658995658,244064587.66495827,176942789.5501992,38789198.99202321,3084418.1589042135,580373.3208730952,2000179.1386777621,53456117.48567625,81911005.02470987,317284739.2432475,172118591.9278299,132418250.93335336,19961154.54329366,203791063.7366035,122744142.1376137
2021,27010,100261,5308700,Tacoma School District,Pierce,1993,486,0.221,0.4078110808356,0.2552225249772,0.1371480472297,0.0835603996366,0.2497430626927,0.1162579473206,899,0.409,0.2595454545454,0.2190909090909,0.2713636363636,0.1372727272727,0.4605532786885,0.1127272727272,83249.259,56892.558,9.0486005,28688,565293000,65420000,332886000,246441000,48458000,5267000,841000,130000,166987000,158890000,576229000,258874000,185668000,93545000,0.487297278485418,0.1307510266583142,0.2184868100508109,0.16081993457228372,0.35863437043224056,0.11160993944456045,0.041240342451451244,0.6340572144497807,0.038003758613489244,0.15688731119927612,294695008,174156000,72812.3825278184,49759.99481367269,494422781.0640097,57218359.92522023,291152414.5837184,215544937.91395897,42382868.92779458,4606681.469369228,735564.6697815685,113702.02981165744,146052006.55507106,138970119.35980192,503987745.6641658,226419225.11894622,162390988.23900622,81817356.75947303,257749389.11509714,152322236.1836847
2022,27010,100261,5308700,Tacoma School District,Pierce,1990,396,0.183,0.4937586685159,0.2043458159963,0.1049468331021,0.0781322237632,0.2077649527806,0.1188164586222,831,0.384,0.2391304347826,0.2539315448658,0.2765957446808,0.1077705827937,0.4380600948866,0.12257169287690001,88002.691,58938.799,8.8425384,28676,596663000,76392000,340104000,247694000,51136000,5176000,844000,304000,180167000,163962000,665003000,279951000,206272000,115303000,0.48719552451440284,0.130616074220786,0.22280134820528857,0.16164564439348136,0.3548420723444178,0.10264428923868098,0.04061989645227423,0.5647520761666492,0.03672816984606831,0.15976927620834636,322608000,189546000,71274.4666366448,47735.26144705522,483244734.94589376,61870824.55588283,275454431.28539604,200610430.64123002,41415678.14024537,4192106.3449215824,683566.0268767031,246213.3556522722,145919479.10461488,132794849.40611137,538594145.2264079,226735773.44805682,167062241.10889965,93385324.16701955,261284204.73772445,153515647.07389995
2023,27010,100261,5308700,Tacoma School District,Pierce,2008,352,0.17499999701976776,0.5114541832669,0.1992031872509,0.1020916334661,0.0732071713147,0.1978639685216,0.1140438247011,757,0.3779999911785126,0.2729540918163,0.2395209580838,0.2679640718562,0.1097804391217,0.42432735426,0.1097804391217,115646.64308534916,104542.17069831127,14.40584207731858,28311,656334000,82676000,366945000,263659000,57629000,5502000,881000,1525000,206713000,171755000,687235000,302727000,235213000,124107000,0.4863126822925818,0.12731489615911726,0.22707945321010647,0.16284218294268546,0.35116140141265767,0.1029272235302386,0.04044699019573392,0.5673472256386829,0.04164177531011702,0.16526689391010999,349088992,204879008,89951.38476763653,81314.18924099367,510504676.9624847,64306412.08980548,285414344.96460485,205077220.7797429,44824546.692188784,4279523.432654092,685252.6616081889,1186163.801308159,160783919.9080744,133593156.52044776,534539855.7324673,235464792.8384361,182951571.27678427,96531954.68127981,271525721.80036294,159357418.31968835
2024,27010,100261,5308700,Tacoma School District,Pierce,2012,368,0.18299999833106995,0.487077535,0.216202783,0.108846918,0.074055666,0.206393718,0.113817097,777,0.38600000739097595,0.250744786,0.249751738,0.284011917,0.101787488,0.435294118,0.113704071,123879.03687943262,111755.19716312057,14.864869967198118,27509,555093932,68681250,389320760,271026997.49,67334470.87,5890276.56,887210.4,2720332.7,84497513,179891328.19,561197798,296834877,228109379,223385457,0.48643882481571615,0.1248192431136035,0.23009910767819983,0.16562621239375022,0.3478644235177935,0.1157549465665009,0.04197086728035834,0.6218389588403344,0.04662645928120481,0.17024653475822665,361685536,215570896,93591.7121885424,84432.04364467524,419378393.8755811,51889294.1426844,294135290.6578351,204763302.8427292,50871790.55295943,4450156.236288641,670295.3340547628,2055235.5065794934,63838621.259547524,135909495.5634774,423989918.8300851,224261384.94073048,172338661.0412023,168769696.03015345,273256633.57406086,162865725.81521195
2025,27010,100261,5308700,Tacoma School District,Pierce,1899,427,0.22499999403953552,0.4691943128,0.20010531859,0.12796208531,0.09689310163,0.25147232038,0.10584518167,732,0.38600000739097595,0.27239199157,0.23603793467,0.25974710221,0.12592202318,0.43134944019,0.10590094837,129019.46307765602,117262.96045736065,14.970366841353048,28161,571675875,48143573,422708429,286280169.45,73410816.05,7141574.06,933974.63,4380210.33,85883108,185093999.38,579575651,314902534,231142599,254392503,0.4863169504377197,0.12304404770110981,0.2367133108154684,0.17081408974977597,0.3377335079616737,0.13469359619494037,0.04787344040807886,0.5873716137037293,0.04914868684083546,0.1715723443854691,372714720,227263424,94973.46633272358,86319.30068077732,420820534.9208712,35439319.77689632,311163012.09551847,210735802.07523474,54038975.98291807,5257036.63130129,687514.9373744742,3224348.8570101466,63220046.58536089,136250905.86468247,426635697.16131914,231805221.45668265,170148079.3713403,187262737.28503817,274361775.09376746,167292551.31787527
2023,27019,100033,5300870,Carbonado School District,Pierce,19,14,0.7369999885559082,0.0526315789473,0.2105263157894,0.3157894736842,0.4210526315789,0.7368421052631,0,,,,,,,,,91886.5,86895.07142857143,19.064285618918284,180,3314000,304000,2379000,1798000,287000,0,6000,1000,631000,502000,3330000,2183000,819000,24000,0.478494623655914,0,0.03763440860215054,0.010752688172043012,0.946236559139785,0,0.026881720430107527,0.3064516129032258,0,0.1827956989247312,1848000,1388000,71470.4525435424,67588.05786272675,2577670.0574001567,236454.94793290514,1850415.530040728,1398506.5670505376,223232.13834455187,0,4666.87397235997,777.8123287266617,490799.5794265235,390461.7890207842,2590115.0546597834,1697964.3136103025,637028.2972271359,18667.49588943988,1437397.1834868707,1079603.5122726064
2024,27019,100033,5300870,Carbonado School District,Pierce,21,14,0.6669999957084656,0.095238095,0.238095238,0.142857143,0.523809524,0.666666667,0,16,0.7620000243186951,0,0.238095238,0.619047619,0.142857143,0.761904762,0,95025,91343.28571428571,18.964285646166122,177,3287135,204075,2518598,1853113.47,370767.85,0,5555.93,1114.67,547927,540887.24,3338341,2146943,963836,20623,0.46808510638297873,0,0.031914893617021274,0.005319148936170213,0.9574468085106383,0,0.026595744680851064,0.324468085106383,0,0.18085106382978725,1869859.125,1411855.875,71792.23115346015,69010.66332351018,2483459.676428616,154180.47432404503,1902823.1496831616,1400043.678945863,280118.4024359004,0,4197.554441804198,842.1430812925802,413963.7131199364,408645.11193935364,2522146.264047075,1622034.4975459424,728186.6551541849,15580.859595662285,1412695.1699700786,1066669.6483385502
2025,27019,100033,5300870,Carbonado School District,Pierce,24,16,0.6669999957084656,0.04166666667,0.29166666667,0.20833333333,0.45833333333,0.66666666667,0,14,0.5830000042915344,0.08333333333,0.33333333333,0.33333333333,0.25,0.58333333333,0,100635.92857142857,96291.42857142857,19.892857142857142,178,3392201,124720,2709217,1925416.51,384649.04,0,5859.27,49972.95,538478,567479.33,3232901,2057528,813960,31535,0.46774193548387094,0,0.03225806451612903,0.005376344086021506,0.956989247311828,0,0.06989247311827956,0.3333333333333333,0,0.1774193548387097,1929918,1470073.75,74079.85389218523,70881.79202895946,2497058.0390140023,91808.55692980056,1994301.6611584628,1417332.5150089234,283146.83520552545,0,4313.110354089742,36785.955941509594,396383.00287399895,417731.3853013957,2379794.54383346,1514582.0760315803,599170.0849789967,23213.460894654112,1420646.139936232,1082146.8053871104
2015,27083,100275,5309180,University Place School District,Pierce,399,314,0.619,0.1360946745562,0.2248520710059,0.2623274161735,0.3570019723865,0.6317907444668,0.0197238658777,338,0.66,0.12109375,0.197265625,0.36328125,0.296875,0.6746506986027,0.021484375,51313.88,32686.54,8.842857,5632,64898000,3559000,39937000,29251000,4980000,221000,53000,35000,21402000,19041000,60766000,31799000,21704000,1355000,0.49091870922235936,0.0936342796684888,0.12696173514371364,0.1604655263621936,0.5133133486157644,0.04267324986774819,0.019044260271557045,0.4205607476635514,0.035796155880797036,0.13154646446834772,34523000,22045000,51313.88,32686.54,64898000.00000001,3559000,39937000,29250999.999999996,4980000,221000,53000,35000,21402000,19041000,60765999.99999999,31799000.000000004,21704000,1355000,34523000,22045000
2017,27083,100275,5309180,University Place School District,Pierce,403,295,0.63,0.1517094017094,0.2136752136752,0.2948717948717,0.33547008547,0.6330472103004,0.0042735042735,332,0.705,0.108280254777,0.1804670912951,0.4331210191082,0.2717622080679,0.7094017094017,0.0063694267515,55400.057,34112.046,8.7493865,5714,73134000,3531000,46975000,35668000,5219000,336000,59000,34000,22628000,19783000,66428000,35774000,22184000,2356000,0.4890434782608696,0.0911304347826087,0.13930434782608694,0.16747826086956522,0.49269565217391303,0.05026086956521739,0.04173913043478261,0.4012173913043478,0.0391304347826087,0.11895652173913043,37750000,24125000,53565.01670236231,32982.13779349995,70711550.55870366,3414041.143965633,45419026.54709306,34486553.24921162,5046128.782315672,324870.5251692021,57045.71721721109,32873.80314212165,21878482.86764496,19127719.04589978,64227676.32720167,34589042.16489,21449189.67367137,2277961.1824364294,36499590.25338506,23325897.082461312
2018,27083,100275,5309180,University Place School District,Pierce,402,318,0.685,0.1271551724137,0.1745689655172,0.2607758620689,0.4245689655172,0.6943231441048,0.0129310344827,358,0.775,0.082251082251,0.1341991341991,0.4523809523809,0.3225108225108,0.7816593886462,0.008658008658,61340.889,35210.033,9.0007599,5683,77837000,3616000,51297000,38615000,5470000,394000,133000,35000,22924000,19910000,74266000,40313000,24887000,3091000,0.48403419996510205,0.09125807014482638,0.14657127900889896,0.16506717850287908,0.4829872622578957,0.054266271156866164,0.042575466759727794,0.38230675274821146,0.04554179026347932,0.11167335543535159,42395000,27005000,57896.96132232741,33233.1981487727,73466913.37398122,3412983.012710101,48416977.213216275,36446996.41476785,5162891.891461353,371879.23313268245,125532.83758032175,33034.95725797941,21636953.148054853,18792171.400181998,70096403.87774567,38049663.76974068,23489742.32226667,2917458.6538404096,40014771.79862963,25488829.164335255
2022,27083,100275,5309180,University Place School District,Pierce,427,157,0.372,0.2843601895734,0.3127962085308,0.2274881516587,0.1445497630331,0.3838630806845,0.0308056872037,258,0.613,0.1448931116389,0.209026128266,0.375296912114,0.2375296912114,0.6339066339066,0.0332541567695,74582.88,48352.298,8.4063401,5613,98184000,10322000,63540000,49751000,7330000,522000,170000,53000,24322000,22736000,98082000,52404000,32140000,3546000,0.47987231778684164,0.10285511615534669,0.16900159602766449,0.15534669267600637,0.4553998935981557,0.05586096825678312,0.034935272211384996,0.40769640007093455,0.04805816634154992,0.10959389962759354,54538000,34920000,60405.595917798506,39161.12350025873,79520434.57685097,8359915.319219585,51461830.980741374,40293949.52979012,5936657.55569459,422774.2488502833,137685.1002002838,42925.35476832378,19698688.276890017,18414167.28325678,79437823.5167308,42442647.00526866,26030583.061394837,2871949.2077070964,44170999.96895929,28282139.405846536
2023,27083,100275,5309180,University Place School District,Pierce,464,194,0.4180000126361847,0.2413793103448,0.3189655172413,0.2198275862068,0.1982758620689,0.4273127753303,0.0215517241379,288,0.6230000257492065,0.1731601731601,0.1796536796536,0.3679653679653,0.2554112554112,0.6385809312638,0.0238095238095,105840.9894459103,89886.51187335093,14.67572559229538,5619,102765000,6911000,67476000,53170000,7757000,596000,178000,27000,28378000,24688000,96741000,53495000,32837000,3045000,0.47866879093644893,0.10568242166755178,0.16622411046202867,0.16038236856080723,0.45016817135776244,0.06496725084085679,0.04053814834483979,0.4221986192246415,0.05186758718357232,0.1090458488228005,55750000,35394000,82324.42647565751,69914.83712132782,79931883.96159539,5375461.003829959,52483664.69316023,41356281.5183966,6033490.233932715,463576.1479210903,138450.59451334577,21000.932875619863,22072758.2646052,19202630.771603823,75246342.49334598,41609070.52523276,25541023.43839739,2368438.5409726845,43363037.32651138,27529889.562951464
2024,27083,100275,5309180,University Place School District,Pierce,410,169,0.41200000047683716,0.231707317,0.319512195,0.214634146,0.197560976,0.427848101,0.036585366,270,0.6629999876022339,0.142506143,0.167076167,0.390663391,0.272727273,0.681818182,0.027027027,113080.81369863014,96401.60273972603,15.270958904044269,5559,93528071,4495259,69785740,54192791.95,8835642.19,627485.98,178635.82,46987.85,17998950,25243034.06,92990715,51479224,35634670,4294527,0.48112036872894876,0.09856408438220174,0.16752348874313064,0.16770076227619216,0.4520475093068605,0.06895940436092891,0.04183655380251729,0.42120191455415706,0.05442297464988477,0.10760503456833895,57765304,36143444,85433.5587063764,72832.2667451139,70661288.00388564,3396208.0844269623,52723746.143596634,40943135.45409918,6675406.119376425,474071.2288525701,134960.94797924653,35499.73784376861,13598366.523752397,19071336.345700473,70255310.77511743,38893010.77620366,26922309.557666633,3244553.2762828283,43642200.02544484,27306692.83167737
