year,districtid,districtnumber,nces_lea,name,county,expectedtotest_n,metMATH_n,metMATH_pct,metMATH_Level1_pct,metMATH_Level2_pct,metMATH_Level3_pct,metMATH_Level4_pct,testedonly_metMATH_pct,noscore_MATH_pct,metELA_n,metELA_pct,metELA_Level1_pct,metELA_Level2_pct,metELA_Level3_pct,metELA_Level4_pct,testedonly_metELA_pct,noscore_ELA_pct,meantotalsalary,meancertbasesalary,meanexperience,enrollment,totalrev,tfedrev,tstaterev,c01,c05,c07,c08,c10,tlocalrev,t06,totalexp,tinstruction,tsupport,tcapex,pctfemale,pctblack,pcthispanic,pcttwomoreraces,pctwhite,pctesl,pcthighlycapable,pctfrpl,pctsection504,pctdisabilities,tsalaries,tsalariesinstruction,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted,totalrev_cpi_adjusted,tfedrev_cpi_adjusted,tstaterev_cpi_adjusted,c01_cpi_adjusted,c05_cpi_adjusted,c07_cpi_adjusted,c08_cpi_adjusted,c10_cpi_adjusted,tlocalrev_cpi_adjusted,t06_cpi_adjusted,totalexp_cpi_adjusted,tinstruction_cpi_adjusted,tsupport_cpi_adjusted,tcapex_cpi_adjusted,tsalaries_cpi_adjusted,tsalariesinstruction_cpi_adjusted
2016,14172,100179,5306090,Ocosta School District,Grays Harbor,50,15,0.3,0.34,0.36,0.18,0.12,0.3,0,27,0.54,0.14,0.32,0.44,0.1,0.54,0,41184.91,25627.34,7.283486,605,12122000,1196000,7442000,3994000,698000,58000,6000,9000,3484000,2997000,16800000,5077000,2994000,7520000,0.4762658227848101,0.004746835443037975,0.189873417721519,0.10917721518987342,0.6439873417721519,0.08069620253164557,0.02531645569620253,0.7515822784810127,0.007911392405063292,0.18037974683544303,4813000,3224000,40669.48104404241,25306.61395980299,11970293.22671537,1181032.0655957418,7348863.404818988,3944015.108686784,689264.5332657422,57274.13027136541,5924.910028072283,8887.365042108424,3440397.756300639,2959492.5590221053,16589748.078602394,5013461.36875383,2956530.1040080693,7425887.235183928,4752765.327518649,3183651.6550841737
2018,14172,100179,5306090,Ocosta School District,Grays Harbor,43,8,0.216,0.4594594594594,0.2432432432432,0.1081081081081,0.1081081081081,0.235294117647,0.081081081081,13,0.351,0.2162162162162,0.3513513513513,0.1351351351351,0.2162162162162,0.3823529411764,0.081081081081,41581.712,26528.081,6.736036,586,11753000,1323000,6188000,4126000,692000,60000,8000,4000,4242000,3312000,10833000,5309000,3127000,1181000,0.4700996677740864,0.008305647840531562,0.2059800664451827,0.09800664451827243,0.6445182724252492,0.08139534883720931,0.03488372093023256,0.7740863787375415,0.026578073089700997,0.1877076411960133,4932000,3291000,39247.14510381741,25038.686342034733,11093138.647229485,1248721.3843516216,5840580.443210759,3894349.532754944,653148.2977863357,56631.35529939327,7550.847373252436,3775.423686626218,4003836.8196671046,3126050.8125265082,10224791.199305454,5010931.088074648,2951437.467020046,1114693.8434763907,4655097.405610126,3106229.8381717205
2019,14172,100179,5306090,Ocosta School District,Grays Harbor,46,14,0.292,0.5208333333333,0.125,0.2083333333333,0.0833333333333,0.3111111111111,0.0625,19,0.396,0.375,0.1875,0.3125,0.0833333333333,0.4130434782608,0.0416666666666,50466.143,31755.724,6.3628571,633,12466000,1199000,7474000,5311000,934000,65000,16000,4000,3793000,3031000,10824000,6111000,3277000,259000,0.4747634069400631,0.00946372239747634,0.21608832807570977,0.12145110410094637,0.6182965299684543,0.07728706624605679,0.015772870662460567,0.8470031545741324,0.02996845425867508,0.17034700315457413,5566000,3857000,46784.444932267455,29439.02252966477,11556557.641538925,1111528.3661322936,6928743.126332578,4923542.245645213,865861.1292473412,60258.00150008264,14832.738830789573,3708.184707697393,3516286.149074053,2809876.9622576996,10034347.819029145,5665179.187184692,3037930.321781089,240104.9598234062,5159939.020760922,3575617.1043972117
2021,14172,100179,5306090,Ocosta School District,Grays Harbor,37,5,0.106,0.4255319148936,0.3617021276595,0.1063829787234,0,0.1190476190476,0.1063829787234,13,0.277,0.38297872340420003,0.2340425531914,0.1489361702127,0.127659574468,0.3095238095238,0.1063829787234,52253.194,35257.243,7.1786408,619,14470000,1846000,7845000,5517000,844000,78000,17000,11000,4779000,3022000,11377000,6647000,3527000,36000,0.46955128205128205,0.0016025641025641025,0.2387820512820513,0.10737179487179487,0.6137820512820513,0.09294871794871795,0,0.7996794871794872,0.035256410256410256,0.13942307692307693,5568000,3789000,45702.26324571015,30837.077651252697,12655910.549036022,1614568.8233255355,6861480.18363425,4825339.219007031,738188.562777222,68221.21788699445,14868.726975370588,9620.94098406332,4179861.542076237,2643134.8776217597,9950676.870517127,5813672.247369899,3084823.531890121,31486.715947843593,4869945.399933143,3313976.853510538
2023,14172,100179,5306090,Ocosta School District,Grays Harbor,42,12,0.28600001335144043,0.4523809523809,0.2619047619047,0.2380952380952,0.047619047619,0.2857142857142,0,19,0.4519999921321869,0.3333333333333,0.2142857142857,0.2380952380952,0.2142857142857,0.4523809523809,0,92025.04347826086,82746.56521739131,13.969565229571383,582,14239000,2327000,7411000,5445000,731000,42000,17000,2000,4501000,3092000,13263000,6833000,4658000,358000,0.48027444253859347,0.00686106346483705,0.24356775300171526,0.09090909090909091,0.614065180102916,0.12006861063464837,0.03945111492281304,0.6483704974271012,0.04288164665523156,0.14065180102915953,6321000,4062000,71578.21336899837,64361.298585871715,11075269.748738935,1809969.2889469415,5764367.168193289,4235188.129916673,568580.8122991896,32668.11780651979,13222.80958835325,1555.6246574533234,3500933.291598704,2404995.720422838,10316124.915901713,5314791.642189279,3623049.82720879,278456.8136841449,4916551.729881228,3159473.6792877
2024,14172,100179,5306090,Ocosta School District,Grays Harbor,39,6,0.15399999916553497,0.538461538,0.282051282,0.076923077,0.076923077,0.157894737,0.025641026,11,0.28200000524520874,0.333333333,0.358974359,0.230769231,0.051282051,0.289473684,0.025641026,96797.98,85896,13.277999990582465,588,12258208,1654622,8096292,6024274.58,812341.9299999999,107143.91,17454.09,26462.58,2507293,2812998.8000000003,12755282,6680371,5155968,2005439,0.49333333333333335,0.006666666666666667,0.27,0.09333333333333334,0.5933333333333334,0.12666666666666668,0.041666666666666664,0.7683333333333333,0.051666666666666666,0.125,7248574.5,4638817,73131.73328437793,64895.190604131676,9261184.97514543,1250081.6111086612,6116820.486713078,4551392.930063394,613731.5402705387,80948.17525288642,13186.719956361982,19992.714130775392,1894282.1218148125,2125245.567840106,9636728.79528092,5047079.600345927,3895379.5998510243,1515126.9692413993,5476362.389235221,3504667.4279673826
2025,14172,100179,5306090,Ocosta School District,Grays Harbor,48,17,0.3540000021457672,0.45833333333,0.14583333333,0.22916666667,0.125,0.36956521739,0.04166666667,26,0.5419999957084656,0.3125,0.10416666667,0.375,0.16666666667,0.5652173913,0.04166666667,94657.30612244898,90333.08163265306,11.181632653061227,586,12562706,1378995,8414724,6265273.64,760653.52,127089.47,0,10010.3,2768986,2663946.01,12390393,6366219,5016753,2176768,0.49586776859504134,0.003305785123966942,0.30578512396694213,0.08760330578512397,0.5752066115702479,0.1487603305785124,0.05619834710743802,0.7785123966942149,0.05289256198347107,0.10909090909090909,6988129,4307241,69678.8861286435,66495.74942042776,9247625.954083925,1015102.1565379277,6194224.401880686,4611976.681035269,559930.2597400032,93552.76492682153,0,7368.755592001144,2038298.6595479532,1960976.8995910843,9120783.36371955,4686284.312773236,3692918.9657091703,1602356.7098377815,5144083.059086677,3170634.8665720904
2022,14400,100177,5306000,Oakville School District,Grays Harbor,29,4,0.154,0.576923076923,0.1538461538461,0.1153846153846,0.0384615384615,0.1739130434782,0.1153846153846,9,0.346,0.3461538461538,0.1923076923076,0.2692307692307,0.076923076923,0.391304347826,0.1153846153846,52542.269,38578.25,4.9961538,335,14404000,2004000,11333000,3501000,531000,0,9000,4000,1067000,728000,16811000,3074000,2353000,10755000,0.4797687861271676,0,0.14739884393063585,0.12427745664739884,0.45375722543352603,0.10982658959537572,0.008670520231213872,0.7572254335260116,0.05491329479768786,0.21098265895953758,2986000,1939000,42554.632776560386,31245.001275303526,11665977.548734635,1623064.3576551105,9178736.709234213,2835503.151771727,430063.4600373571,0,7289.211187073849,3239.6494164772666,864176.4818453108,589616.1937988624,13615436.585099831,2489670.576562779,1905723.7692427516,8710607.36855325,2418398.289400279,1570420.054637355
2023,14400,100177,5306000,Oakville School District,Grays Harbor,,,,,,,,,,8,0.42100000381469727,0.2631578947368,0.2631578947368,0.3684210526315,0.0526315789473,0.4444444444444,0.0526315789473,75539.96774193548,70362.96774193548,6.474193481187666,341,12886000,1610000,10086000,3831000,604000,0,10000,34000,1190000,763000,11970000,3677000,2698000,4981000,0.4738372093023256,0,0.1744186046511628,0.1308139534883721,0.4476744186046512,0.11046511627906977,0.01744186046511628,0.7587209302325582,0.055232558139534885,0.20930232558139536,3352000,2072000,58755.91822129175,54729.183795473815,10022889.667971762,1252277.8492499252,7845015.147537109,2979799.0313518406,469798.6465509036,0,7778.123287266616,26445.6191767065,925596.6711847273,593470.8068184428,9310413.57485814,2860015.932727935,2098537.662904533,3874283.2093875017,2607226.9258917696,1611627.145121643
2024,14400,100177,5306000,Oakville School District,Grays Harbor,,,,,,,,,,5,0.27799999713897705,0.5,0.222222222,0.277777778,0,0.277777778,0,81863.51612903226,75097.19354838709,7.548387027555896,327,9221274,3308377,5164364,3664040.92,709319.47,0,9038.72,33189.73,664800,749636.5800000001,7254907,3625781,3166474,1874500,0.4853801169590643,0.0029239766081871343,0.17543859649122806,0.11695906432748537,0.4619883040935672,0.023391812865497075,0,0.6345029239766082,0.06725146198830409,0.19298245614035087,3753656.75,2300085.5,61848.613238310936,56736.59645569,6966754.375557928,2499508.1960199005,3901722.852392613,2768215.4452446913,535897.1570838183,0,6828.833207802192,25075.13568093587,502262.3022448861,566357.0916332473,5481146.649206588,2739309.7360044606,2392299.219672945,1416201.3922353175,2835921.000439316,1737735.0159297234
2025,14400,100177,5306000,Oakville School District,Grays Harbor,,,0.11999999731779099,,,,,,,9,0.36000001430511475,0.44,0.2,0.28,0.08,0.36,0,90111.64285714286,82503.64285714286,8.10714285714286,331,8435294,1762224,5766803,3790316.43,907694.63,0,0,82484.94,818158,961353.99,8110428,3866289,3644274,2258867,0.4783861671469741,0.002881844380403458,0.2132564841498559,0.11239193083573487,0.4207492795389049,0.06340057636887608,0,0.6829971181556196,0.06628242074927954,0.23631123919308358,3952409,2323101.75,66332.74449396934,60732.36363186284,6209366.335941349,1297203.6756499428,4245043.79031787,2790117.7176524494,668169.7731977971,0,0,60718.59613406979,602260.3056492284,707669.359530195,5970226.834213025,2846042.4451857097,2682613.349878063,1662791.2088385809,2909436.8720843177,1710075.5233209936
2017,15201,100175,5305940,Oak Harbor School District,Island,465,163,0.484,0.2640949554896,0.2433234421364,0.2640949554896,0.2195845697329,0.4880239520958,0.0089020771513,187,0.557,0.2,0.2328358208955,0.376119402985,0.1791044776119,0.5619335347432,0.0119402985074,48328.101,27885.718,6.4944588,5936,75056000,9090000,49317000,35837000,7122000,227000,58000,39000,16649000,14378000,70090000,37750000,23855000,3795000,0.47746549143522365,0.04307334109429569,0.15715948777648428,0.11242308331947447,0.6053550640279395,0.04340595376683851,0.047563612173623815,0.42374854481955765,0.036254781307167805,0.16264759687344088,39477000,25561000,46727.308191369775,26962.047176727006,72569887.31279653,8788907.957702521,47683451.45764744,34649955.38835922,6886094.881711481,219480.97980181215,56078.84065420751,37708.18595713953,16097527.897446569,13901751.222865442,67768378.30092077,36499590.25338506,23064840.410450347,3669296.5565985776,38169386.07769224,24714331.826934453
2023,15201,100175,5305940,Oak Harbor School District,Island,376,116,0.3089999854564667,0.3377659574468,0.2686170212765,0.1542553191489,0.1542553191489,0.3372093023255,0.0851063829787,197,0.5249999761581421,0.1493333333333,0.2373333333333,0.344,0.1813333333333,0.5760233918128,0.088,105569.48984198646,98587.86230248307,13.35146730199759,5730,113740000,19894000,76449000,53938000,14452000,425000,181000,47000,17397000,15140000,111757000,63026000,40874000,3251000,0.47365728900255755,0.04040920716112532,0.20886615515771526,0.12242114236999148,0.5561807331628303,0.04194373401534527,0.10366581415174765,0.44484228473998294,0.050980392156862744,0.2144927536231884,69457000,42959000,82113.25073648115,76682.85476167782,88468374.2693705,15473798.467688207,59462974.71882455,41953641.38685867,11240943.774757713,330570.2397088312,140784.03149952576,36557.1794501531,13531601.082857734,11776078.656921657,86925972.42150553,49022399.83032658,31792301.124373566,2528667.8806903767,54024510.91636774,33414039.829768658
2024,15201,100175,5305940,Oak Harbor School District,Island,369,127,0.3440000116825104,0.306233062,0.254742547,0.200542005,0.143631436,0.380239521,0.094850949,187,0.5040000081062317,0.167115903,0.234501348,0.347708895,0.156334232,0.556547619,0.094339623,111294.47405660378,104460.0353773585,13.89787738211453,5768,112792155,19537480,79421598,55633304.28,16699535.719999999,472367.53,184050.87,181261.09,13414421,12095745.280000001,108541258,61352587,41667765,920780,0.47180261832829806,0.042631755622692176,0.21181604565290366,0.12118160456529037,0.5500167841557569,0.05236656596173213,0.11950318898959382,0.45149378986236993,0.05421282309499832,0.22708962739174218,70679904,44115020,84083.96324729778,78920.48414743431,85215474.49678406,14760739.598170003,60003722.41192516,42031455.30860872,12616647.498718278,356877.8627008579,139052.06633028618,136944.36277198783,10134714.161766168,9138442.947804626,82003884.07285824,46352424.180655345,31480366.393349715,695657.4648932705,53399294.98418703,33329289.27313357
2025,15201,100175,5305940,Oak Harbor School District,Island,395,127,0.32199999690055847,0.3164556962,0.2582278481,0.1417721519,0.17974683544,0.35875706215,0.10379746835,198,0.5,0.15151515152,0.24747474747,0.33080808081,0.16919191919,0.55617977528,0.10101010101,117210.70487804878,110482.60243902438,14.097804878048791,5603,107634981,8908578,83509127,56652501.26,18037393.44,474723.81,186556.29,818838.13,13722949,12586268.37,110636838,62217903,41970200,1720880,0.46974716652136006,0.043591979075850044,0.2129032258064516,0.12641673931996514,0.5410636442894508,0.05283347863993025,0.13339145597210114,0.436617262423714,0.06608544027898866,0.23469921534437663,71019184,45067004,86280.83444177674,81328.16144784872,79231977.87665573,6557758.903756966,61472517.96293654,41702889.569790795,13277638.410050124,349452.43694930105,137327.32337297453,602760.9611481434,10101700.966254408,9264970.623644108,81441696.92155327,45799678.39663494,30894992.752205864,1266769.6395875176,52278454.116196126,33174603.931923904
2015,15204,100058,5301800,Coupeville School District,Island,73,17,0.246,0.391304347826,0.3188405797101,0.1304347826086,0.1159420289855,0.2575757575757,0.0434782608695,29,0.42,0.3043478260869,0.2463768115942,0.3188405797101,0.1014492753623,0.4328358208955,0.0289855072463,44083.3,27884.98,7.8904,923,11764000,559000,6290000,4714000,844000,22000,5000,1000,4915000,4563000,10457000,5470000,3808000,172000,0.5318918918918919,0.017297297297297298,0.12108108108108108,0.10270270270270271,0.745945945945946,0.024864864864864864,0,0.3978378378378378,0.023783783783783784,0.1643243243243243,5676000,3761000,44083.3,27884.98,11764000,559000,6290000,4714000,844000,22000,5000,1000.0000000000001,4915000,4563000,10457000,5470000,3807999.9999999995,172000,5676000,3760999.9999999995
2017,15204,100058,5301800,Coupeville School District,Island,82,26,0.413,0.3492063492063,0.1746031746031,0.2380952380952,0.1746031746031,0.4406779661016,0.063492063492,38,0.603,0.1587301587301,0.2063492063492,0.4126984126984,0.1904761904761,0.6229508196721,0.031746031746,50088.051,28582.022,7.3773723,998,15157000,655000,7967000,6131000,1070000,33000,9000,1000,6535000,6165000,13238000,7055000,4059000,1453000,0.5238568588469185,0.010934393638170975,0.1411530815109344,0.11829025844930417,0.7147117296222664,0.030815109343936383,9.940357852882703e-4,0.3648111332007952,0.03777335984095427,0.15805168986083498,7094000,4833000,48428.96259842792,27635.28719505265,14654948.06544523,633304.1487673435,7703105.577449505,5927920.207774935,1034557.9224138283,31906.92657911807,8701.8890670322,966.8765630035779,6318538.3392283805,5960794.010917057,12799511.941041363,6821314.151990241,3924551.9692315226,1404871.6460441984,6859022.337947381,4672914.428996291
2019,15204,100058,5301800,Coupeville School District,Island,59,56,0.629,0.2471910112359,0.1123595505617,0.2808988764044,0.3483146067415,0.6363636363636,0.0112359550561,66,0.75,0.1022727272727,0.1363636363636,0.3863636363636,0.3636363636363,0.7586206896551,0.0113636363636,61682.209,44356.223,7.271223,997,17318000,691000,10839000,8359000,1513000,43000,28000,1000,5788000,5348000,16189000,9139000,5311000,821000,0.5211693548387096,0.010080645161290322,0.14919354838709678,0.11895161290322581,0.7076612903225806,0.03225806451612903,0.01310483870967742,0.3709677419354839,0.04334677419354839,0.1532258064516129,9215000,6210000,57182.25603769863,41120.26695495384,16054585.691975864,640588.9082547246,10048253.51168301,7749178.992910627,1402620.8656865389,39862.985607746974,25957.29295388175,927.0461769243483,5365743.272038127,4957842.954191415,15007950.558228275,8472275.010911617,4923542.245645213,761104.9112548899,8542730.52035787,5756956.758700202
2021,15204,100058,5301800,Coupeville School District,Island,73,21,0.382,0.3272727272727,0.2727272727272,0.3090909090909,0.0727272727272,0.3888888888888,0.0181818181818,37,0.673,0.1636363636363,0.1454545454545,0.4545454545454,0.2181818181818,0.6851851851851,0.0181818181818,73569.294,51243.647,8.5420168,985,18770000,1892000,11919000,9069000,1804000,46000,31000,52000,4959000,4759000,16249000,8763000,5598000,495000,0.524822695035461,0.011144883485309016,0.15602836879432624,0.11651469098277609,0.7031408308004052,0.03242147922998987,0.029381965552178316,0.3485309017223911,0.030395136778115502,0.15704154002026344,9300000,5995000,64345.98507392761,44819.28214501577,16416823.84280623,1654801.849258891,10424726.871731883,7932028.525860932,1577834.3213863845,40233.025933355704,27113.56095508754,45480.81192466297,4337295.121815455,4162368.9221052127,14211879.095458629,7664391.440304263,4896184.329889679,432942.34428284946,8134068.286526262,5243412.83631451
2022,15204,100058,5301800,Coupeville School District,Island,74,14,0.255,0.3454545454545,0.4,0.1818181818181,0.0727272727272,0.2545454545454,0,37,0.673,0.1454545454545,0.1818181818181,0.4727272727272,0.2,0.6727272727272,0,68611.806,45459.025,6.4075,961,20461000,3320000,12093000,9044000,1927000,62000,31000,9000,5048000,4747000,20477000,10805000,6908000,936000,0.522279792746114,0.010362694300518135,0.15233160621761657,0.10673575129533679,0.7139896373056995,0.02694300518134715,0.010362694300518135,0.39585492227979274,0.029015544041450778,0.15958549222797927,11529000,7386000,55569.549317837846,36817.825953718864,16571616.677635334,2688909.015676131,9794270.098364895,7324847.330655099,1560701.106387923,50214.56595539763,25107.282977698815,7289.211187073849,4088437.5635943096,3844653.9450043957,16584575.275301244,8751102.986259215,5594874.542256239,758077.9634556803,9337479.5306416,5982012.647525271
2023,15204,100058,5301800,Coupeville School District,Island,56,16,0.28600001335144043,0.4285714285714,0.2678571428571,0.1607142857142,0.125,0.290909090909,0.0178571428571,31,0.5540000200271606,0.1785714285714,0.25,0.2678571428571,0.2857142857142,0.5636363636363,0.0178571428571,107035.875,98828.44444444444,13.334722199373775,1055,21208000,1481000,13819000,10090000,2172000,63000,35000,8000,5908000,5392000,19701000,10612000,7047000,570000,0.5042654028436019,0.01042654028436019,0.14502369668246445,0.12606635071090047,0.704265402843602,0.03033175355450237,0.054976303317535544,0.42748815165876775,0.04454976303317536,0.17061611374407584,11864000,7321000,83253.82319104587,76869.98251776684,16495843.86763504,1151940.058844186,10748588.570673738,7848126.3968520155,1689408.3779943092,49002.17670977969,27223.43150543316,6222.4986298132935,4595315.2381171165,4193964.0764941596,15323680.688243961,8254144.432447333,5481243.480536784,443353.02737419715,9227965.468013113,5694364.058607889
2024,15204,100058,5301800,Coupeville School District,Island,72,27,0.375,0.277777778,0.305555556,0.291666667,0.083333333,0.391304348,0.041666667,44,0.6110000014305115,0.180555556,0.180555556,0.402777778,0.208333333,0.628571429,0.027777778,113099.71428571429,105330.47142857143,12.812857137407576,1021,19058505,1264427,14634664,10366080.48,2573390.03,62061.53,33797.82,64160.87,2901234,6046986.29,18695945,10298034,6980167,1845670,0.495635305528613,0.007759456838021339,0.13870029097963144,0.1280310378273521,0.7109602327837051,0.030067895247332686,0.06789524733268672,0.44616876818622697,0.05625606207565471,0.1871968962172648,12067681,7513786.5,85447.83826772217,79578.10631205398,14398869.73322153,955285.8243691255,11056618.58185974,7831665.835049,1944219.0148042066,46888.03691131178,25534.553074696538,48474.10691972751,2191908.044812184,4568551.8286080975,14124952.434331782,7780256.115276947,5273578.140002678,1394420.0712760515,9117240.135103595,5676732.409847391
2025,15204,100058,5301800,Coupeville School District,Island,74,29,0.3919999897480011,0.2972972973,0.24324324324,0.21621621622,0.17567567568,0.42028985507,0.06756756757,46,0.621999979019165,0.10810810811,0.21621621622,0.44594594595,0.17567567568,0.65714285714,0.05405405405,120588.71875,112298.1875,14.660937500000001,1039,20102512,899106,15755975,10721724.58,2835636.49,59552.02,35192.34,186287.34,3092818,4464438.86,18888904,10247504,7045267,2265805,0.5094142259414226,0.014644351464435146,0.16422594142259414,0.11610878661087866,0.696652719665272,0.032426778242677826,0.060669456066945605,0.41841004184100417,0.07635983263598327,0.19560669456066945,11973704,7540818,88767.4490895693,82664.64512674125,14797808.029057078,661847.5335706003,11598246.694772406,7892447.5744754,2087361.2421775567,43837.27564508195,25905.692353935996,137129.3446094541,2276677.0159277734,3286350.940009012,13904450.114059797,7543365.573864328,5186143.332706424,1667898.3910706125,8814051.357798114,5550927.025739776
2016,15206,100245,5308190,South Whidbey School District,Island,95,38,0.319,0.3613445378151,0.2857142857142,0.1764705882352,0.1428571428571,0.3304347826086,0.0336134453781,77,0.647,0.1008403361344,0.2268907563025,0.4369747899159,0.2100840336134,0.6637931034482,0.0252100840336,45889.31,27638.88,8.487037,1416,18631000,837000,11103000,8566000,1415000,6000,15000,4000,6691000,5964000,18152000,9563000,5976000,1826000,0.5130373502466525,0.009161381254404511,0.06624383368569416,0.03453136011275546,0.8505990133897111,0.004228329809725159,0.0014094432699083862,0.32417195207892885,0.031007751937984496,0.14023960535588442,9988000,6474000,45315.005500052954,27292.979546114413,18397833.12216912,826524.9489160836,10964046.00694776,8458796.550077865,1397291.2816203802,5924.910028072283,14812.275070180707,3949.940018714856,6607262.166305275,5889360.567903849,17924827.804928016,9443319.099742541,5901210.387959994,1803147.6185433315,9863000.226730995,6392977.920289993
2017,15206,100245,5308190,South Whidbey School District,Island,96,35,0.337,0.3557692307692,0.2692307692307,0.1730769230769,0.1634615384615,0.35,0.0384615384615,58,0.552,0.1238095238095,0.295238095238,0.3523809523809,0.2,0.5686274509803,0.0285714285714,49225.655,28774.971,8.7757282,1396,18887000,802000,11313000,8702000,1496000,6000,14000,4000,6772000,5974000,19181000,9810000,6137000,2468000,0.5064377682403434,0.011444921316165951,0.06151645207439199,0.03934191702432046,0.8505007153075823,0.00357653791130186,0.001430615164520744,0.315450643776824,0.0407725321888412,0.14234620886981403,10270000,6695000,47595.132117999885,27821.84506100763,18261397.645448573,775435.0035288694,10938274.557259476,8413759.851257134,1446447.3382533523,5801.2593780214665,13536.271882050089,3867.5062520143115,6547688.084660228,5776120.587383374,18545659.354971625,9485059.083065098,5933721.467152957,2386251.35749283,9929822.302046744,6473238.589308953
2019,15206,100245,5308190,South Whidbey School District,Island,89,49,0.434,0.3362831858407,0.2035398230088,0.221238938053,0.2123893805309,0.4454545454545,0.0265486725663,74,0.649,0.1403508771929,0.1929824561403,0.438596491228,0.2105263157894,0.6607142857142,0.0175438596491,56953.801,38835.282,8.5828704,1363,23362000,822000,15821000,11770000,2365000,19000,41000,4000,6719000,5758000,22560000,12265000,7185000,2136000,0.5007320644216691,0.008784773060029283,0.07833089311859444,0.07247437774524158,0.8169838945827232,0.007320644216691069,0.0424597364568082,0.31551976573938506,0.04758418740849195,0.1683748169838946,12528000,8301000,52798.803478360125,36002.09970787896,21657652.78530662,762031.9574318143,14666797.565120114,10911333.502399579,2192464.2084260834,17613.877361562616,38008.89325389828,3708.184707697393,6228823.2627546955,5337931.886730397,20914161.751413297,11370221.359977132,6660826.781201442,1980170.633910408,11614034.504508235,7695410.314649016
2023,15206,100245,5308190,South Whidbey School District,Island,101,32,0.31700000166893005,0.3663366336633,0.2772277227722,0.1881188118811,0.1287128712871,0.3298969072164,0.039603960396,47,0.4650000035762787,0.2574257425742,0.2376237623762,0.2970297029702,0.1683168316831,0.4845360824742,0.039603960396,111702.33333333333,99536.31034482758,18.528735600154974,1202,26691000,4166000,16012000,12179000,2141000,18000,42000,3000,6513000,5681000,25679000,12863000,8612000,2944000,0.49877949552481693,0.008950366151342554,0.09113100081366965,0.07811228641171684,0.8030919446704637,0.007323026851098454,0.04882017900732303,0.3515052888527258,0.07323026851098453,0.16029292107404394,13596000,8372000,86883.4520142018,77420.56934217004,20760588.866043326,3240366.161475273,12454331.007571308,9472976.351562012,1665296.1958037827,14000.621917079909,32668.11780651979,2333.436986179985,5065891.6969967475,4418751.839496165,19973442.789371945,10004999.984411048,6698519.774994011,2289879.4957712917,10575136.421367692,6511844.816099612
2024,15206,100245,5308190,South Whidbey School District,Island,104,50,0.48100000619888306,0.25,0.221153846,0.288461538,0.192307692,0.505050505,0.048076923,64,0.6150000095367432,0.144230769,0.192307692,0.413461538,0.201923077,0.646464646,0.048076923,121038.20253164557,108168.55696202532,18.78101268184336,1164,21389039,1246719,15994849,11837009.28,2641640.6500000004,17495.98,40006.15,6600.4,4147471,5652487.41,21198634,11726163,8346199,3303148,0.4835720303285594,0.007582139848357203,0.08761583824768324,0.07413647851727043,0.7994945240101096,0.012636899747262006,0.04717775905644482,0.35888795282224095,0.08256107834877843,0.16849199663016007,13425524,8492926,91445.43661721887,81722.30512974421,16159608.861229932,941907.2731534931,12084250.425390065,8942965.602687849,1995782.9641586607,13218.368223270882,30225.001508655612,4986.660799845286,3133451.162686372,4270504.4223177405,16015756.193271238,8859220.254029484,6305627.443943993,2495557.640095655,10143102.576841114,6416480.995119512
2025,15206,100245,5308190,South Whidbey School District,Island,93,37,0.39800000190734863,0.21505376344,0.34408602151,0.1935483871,0.20430107527,0.41573033708,0.04301075269,46,0.4950000047683716,0.18279569892,0.27956989247,0.35483870968,0.13978494624,0.51685393258,0.04301075269,120195.9875,106740.15,17.54625,1191,23022696,1162472,17547085,12717909.73,2983406.46,22724.04,42514.5,109891.7,4313138,7174767.6,22778676,12464376,9023369,3917364,0.4876644736842105,0.007401315789473684,0.08552631578947369,0.07894736842105263,0.7976973684210527,0.009868421052631578,0.05263157894736842,0.37911184210526316,0.07730263157894737,0.17434210526315788,13937875,8993296,88478.35279928919,78573.27724479194,16947406.16094846,855715.8177621803,12916713.85643481,9361874.113813099,2196137.2821331364,16727.56029518173,31295.661430340013,80893.18790540863,3174975.7506341096,5281470.972279414,16767778.803170959,9175243.534240216,6642258.551435997,2883639.639261957,10259911.725608915,6620121.294119208
2023,16020,100208,5301380,Queets-Clearwater School District,Jefferson,,,,,,,,,,,,,,,,,,104623.5,101481.25,5.8000000063329935,40,1866000,625000,1119000,649000,50000,0,0,0,122000,19000,1368000,571000,452000,238000,0.45,0,0.15,0.075,0.075,0,0,0.975,0.025,0.15,403000,247000,81377.44817453389,78933.36738459254,1451397.8054039506,486132.7054541635,870371.9958451345,504800.2013436034,38890.61643633308,0,0,0,94893.10410465272,14778.434245806571,1064047.2656980732,444130.8397029238,351571.17258445104,185119.33423694546,313458.3684768446,192119.64519548544
2024,16020,100208,5301380,Queets-Clearwater School District,Jefferson,,,,,,,,,,,,,,,,,,76470.5,68898,5.274999976158142,42,1609329,654570,800217,616193.93,82129.4,0,0,1205.94,154541,12859.57,1316131,519855,658691,24375,0.5,0,0.075,0.05,0.1,0,0,0.875,0,0.15,473580.625,311266.21875,57774.141672409096,52053.050692039964,1215862.3474871546,494533.44642063044,604571.0480076656,465539.9848241941,62049.49086340426,0,0,911.0983766083003,116757.09754998036,9715.519305173391,994348.6554089414,392755.06789036596,497646.8985078013,18415.5289067676,357794.3667434899,235164.39175757425
