year,districtid,meantotalsalary,meancertbasesalary,meanexperience,districtfte,districtccddd,districtnumber,nces_lea,name,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted
2021,4246,61112.415,42784.695,8.1578996,566.349,4246,100290,5309660,WENATCHEE SCHOOL DISTRICT,53450.81255532601,37420.820510559
2022,4246,60618.901,40923.29,7.3311362,576.296,4246,100290,5309660,WENATCHEE SCHOOL DISTRICT,49095.996813035796,33144.27814220749
2023,4246,92262.70538720538,83391.0925925926,13.420538717071818,,4246,100290,5309660,WENATCHEE SCHOOL DISTRICT,71763.06973184414,64862.61992450512
2024,4246,97027.92119089318,86685.1295971979,13.792819621266501,,4246,100290,5309660,WENATCHEE SCHOOL DISTRICT,73305.45589556766,65491.385020885886
2025,4246,102257.42910447762,91951.84141791044,14.579477611940296,,4246,100290,5309660,WENATCHEE SCHOOL DISTRICT,75273.46858108946,67687.34659730777
2022,4901,61202.692,44779.077,0,8,4901,106675,5300352,PINNACLES PREP CHARTER SCHOOL,49568.81635615947,36267.12766836014
2023,4901,63983.307692307695,63983.307692307695,0.6153846153846154,,4901,106675,5300352,PINNACLES PREP CHARTER SCHOOL,49767.005555788375,49767.005555788375
2024,4901,67466.17647058824,63809.17647058824,4.9411764705882355,,4901,106675,5300352,PINNACLES PREP CHARTER SCHOOL,50971.295303515966,48208.39933584216
2025,4901,78307.23809523809,78307.23809523809,4.761904761904762,,4901,106675,5300352,PINNACLES PREP CHARTER SCHOOL,57643.31724408366,57643.31724408366
2015,5121,48419.31,31346.07,9.239286,256.876,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,48419.31,31346.07
2016,5121,49565.35,31180.57,8.839554,261.287,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,48945.03987665209,30790.34531233497
2017,5121,51706.841,30367.992,8.3149905,267.975,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,49994.132709852485,29362.099730280148
2018,5121,53379.597,30656.812,8.2955224,268.106,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,50382.64872409045,28935.613545311724
2019,5121,57266.506,38899.606,8.2672863,266.278,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,53088.69545311525,36061.731026163434
2021,5121,65039.484,44368.851,8.9244162,252.821,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,56885.548836175505,38806.3724546999
2022,5121,64310.778,43568.181,8.2411197,269.284,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,52086.093605224756,35286.40803840647
2023,5121,92656.69039145908,86974.55160142349,15.507829207303898,,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,72069.51612548609,67649.8785210604
2024,5121,101065.97619047618,91389.10317460318,15.758730189431281,,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,76356.24229851898,69045.2788215578
2025,5121,101145.2,92842.904,15.238400000000007,,5121,100202,5306820,PORT ANGELES SCHOOL DISTRICT,74454.73743085362,68343.27323133424
2015,5313,30645.84,19235.23,5.064516,22.016,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,30645.84,19235.23
2016,5313,32136,20242.66,4.982258,22.577,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,31733.81811035515,19989.323204809618
2017,5313,32447.485,20549.985,4.6212121,24.627,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,31372.71277491015,19869.29886657508
2018,5313,34340.463,19637.612,4.2850746,22.927,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,32412.44935497781,18535.07637339382
2019,5313,41751.985,25282.851,4.7044776,24.547,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,38706.01807325274,23438.370361297933
2021,5313,46272.864,28274.606,4.5893939,25.573,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,40471.681246144384,24729.846879422064
2022,5313,43670.775,28264.831,4.8830986,26.833,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,35369.500186465,22892.035813994637
2023,5313,86039.14814814815,77849.70370370371,12.900000157179656,,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,66922.31018276935,60552.4593284584
2024,5313,90027.35714285714,81412.32142857143,13.29642870596477,,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,68016.46760468415,61507.7316363041
2025,5313,100523.78571428571,90743.67857142857,13.232142857142856,,5313,100059,5301830,CRESCENT SCHOOL DISTRICT,73997.30358843066,66797.9969543339
2015,5323,41823.86,26991.44,7.50929,174.009,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,41823.86,26991.44
2016,5323,42942.56,27586.68,7.399,189.319,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,42405.13406251596,27241.432828870187
2017,5323,43956.412,28033.928,7.2617284,192.247,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,42500.42455652922,27105.347952129767
2018,5323,47926.793,30535.88,7.8456633,199.108,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,45235.98737905791,28821.471160993948
2019,5323,54283.045,37039.141,7.4836228,200.275,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,50322.889339062356,34336.99406061189
2021,5323,60823.621,39927.969,7.8672727,187.286,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,53198.22437073041,34922.239396591795
2022,5323,64878.008,40418.266,7.5329949,189.671,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,52545.50018985185,32735.252965480737
2023,5323,98666.00523560209,92893.41361256545,15.409424076685731,,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,76743.63529846065,72253.64236535851
2024,5323,104864.05494505494,98859.56043956045,15.407142842372695,,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,79225.72451780616,74689.27560964365
2025,5323,106895.51111111112,102849.61111111111,14.99388888888889,,5323,100233,5307830,SEQUIM SCHOOL DISTRICT,78687.6412554889,75709.38403545777
2015,5401,39199.44,22985.5,5.378095,43.7,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,39199.44,22985.5
2016,5401,39498.03,22675.34,4.979646,45.551,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,39003.71233934998,22391.558225991426
2017,5401,44318.952,24535.808,5.4865384,43.533,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,42850.95598568054,23723.097709555692
2018,5401,45593.736,24540.936,5.0772727,45.516,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,43033.91771404563,23163.10776659452
2019,5401,51049.082,31689.8,5.21,45.533,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,47324.85630359756,29377.907937497213
2021,5401,54015.296,32433.759,4.9398148,44.539,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,47243.45227751924,28367.571020939326
2022,5401,53318.944,31181.24,4.2552,49.242,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,43183.67145419601,25254.071492759398
2023,5401,89245.79591836735,82729.0612244898,9.965306122692263,,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,69416.48035232972,64347.68376439097
2024,5401,98590.1836734694,92445.5306122449,10.555102015028195,,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,74485.75907127396,69843.41912989804
2025,5401,100456.76470588235,90506.60784313726,10.084313725490196,,5401,100032,5300840,CAPE FLATTERY SCHOOL DISTRICT,73947.96826077277,66623.48507608884
2015,5402,38629.01,27267.58,7.556985,145.309,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,38629.01,27267.58
2016,5402,40529.86,28449.49,7.105903,158.122,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,40022.62899172762,28093.444765757027
2017,5402,39999.215,27889.556,7.0878472,156.353,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,38674.30352204115,26965.75804897581
2018,5402,42557.483,29117.38,6.5650685,161.582,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,40168.13234034815,27482.611536124128
2019,5402,47719.688,35299.809,6.1990625,180.615,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,44238.3543244227,32724.5529796097
2021,5402,54309.7,41512.275,6.7928125,197,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,47500.947142016696,36307.92253538247
2022,5402,55240.961,43051.982,6.4305136,212.563,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,44740.33676732336,34868.332091122444
2023,5402,72059.94174757281,70715.213592233,10.973300997384833,,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,56049.1110985872,55003.16496057803
2024,5402,77261.8440860215,75693.25806451614,11.798924749897372,,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,58372.00915513027,57186.92848962119
2025,5402,97924.76136363637,92724.61363636363,11.76022727272727,,5402,100210,5307020,QUILLAYUTE VALLEY SCHOOL DISTRICT,72084.1166492186,68256.19764133943
2015,6037,45977.43,29007.4,6.516181,1463.352,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,45977.42999999999,29007.4
2016,6037,51150.93,30693.74,6.559687,1592.705,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,50510.776350370565,30309.607987507232
2017,6037,53244.054,31073.829,6.3511703,1664.863,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,51480.42793189689,30044.556982880906
2018,6037,56096.315,32453.841,6.5234664,1688.55,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,52946.839095861404,30631.750008350275
2019,6037,61346.446,38455.863,6.6039172,1696.608,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,56870.98823219598,35650.360774476496
2021,6037,70937.479,47465.444,8.3616547,1653.494,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,62044.11809247556,41514.74868239659
2022,6037,71112.27,43747.484,7.4325182,1663.798,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,57594.706002468454,35431.62775323713
2023,6037,99296.76560659599,84343.02120141343,13.306242629214331,,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,77234.24849149192,65603.04173251358
2024,6037,105356.60011709602,89761.93618266979,13.605796248532082,,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,79597.84676821073,67815.93971279524
2025,6037,111928.44667503137,94107.50376411543,14.455897114178175,,6037,100278,5309270,VANCOUVER SCHOOL DISTRICT,82392.4724874019,69274.16706902832
2015,6098,40784.66,26584.97,6.209442,114,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,40784.66,26584.97
2016,6098,43453.62,27934.77,6.087013,114.913,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,42909.79814900706,27585.1664841488
2017,6098,49685.314,31250.868,6.71,118.15,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,48039.56563207355,30215.731842718495
2018,6098,51951.708,32417.987,6.8334764,125.294,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,49034.9272359722,30597.908998135204
2019,6098,55365.434,39397.876,6.6919679,126.306,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,51326.31392345733,36523.65032473953
2021,6098,58607.557,44928.904,7.8162281,124.656,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,51259.98610155702,39296.212169331506
2022,6098,59969.363,42650.938,6.8558333,121.227,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,48569.92796236584,34543.521600977016
2023,6098,93711.17073170732,88283.14634146342,12.775609732522227,,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,72889.70393453105,68667.71964317032
2024,6098,102377.93023255814,96040.4496124031,13.282170510107232,,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,77347.43522513685,72559.41235102221
2025,6098,108232.54887218046,100897.23308270676,13.843609022556393,,6098,100106,5303570,HOCKINSON SCHOOL DISTRICT,79671.85796014273,74272.20467874472
2015,6101,43920.8,32061.04,9.85241,87.441,6101,100122,5304170,LACENTER SCHOOL DISTRICT,43920.80000000001,32061.04
2016,6101,45997.16,34194.68,9.746524,104.07,6101,100122,5304170,LACENTER SCHOOL DISTRICT,45421.50575780755,33766.73373978713
2017,6101,41960.931,28034.866,8.2008621,106.528,6101,100122,5304170,LACENTER SCHOOL DISTRICT,40571.04074571028,27106.254882345867
2018,6101,46862.404,30394.116,8.5497778,109.431,6101,100122,5304170,LACENTER SCHOOL DISTRICT,44231.35751846181,28687.666370116232
2019,6101,48100.918,34235.623,8.1047619,109.3,6101,100122,5304170,LACENTER SCHOOL DISTRICT,44591.77213845157,31738.003416773285
2021,6101,62204.704,47379.811,9.4714286,110.3,6101,100122,5304170,LACENTER SCHOOL DISTRICT,54406.1623741025,41439.85140609765
2022,6101,57375.051,42305.958,8.0864407,114.986,6101,100122,5304170,LACENTER SCHOOL DISTRICT,46468.76262312585,34264.11803705293
2023,6101,94330.00833333333,87758.61666666667,14.67250005180637,,6101,100122,5304170,LACENTER SCHOOL DISTRICT,73371.0434505554,68259.73399533043
2024,6101,97925.624,90615.224,14.506400050997733,,6101,100122,5304170,LACENTER SCHOOL DISTRICT,73983.67833785662,68460.60623447062
2025,6101,98656.7054263566,91500.33333333333,14.110852713178296,,6101,100122,5304170,LACENTER SCHOOL DISTRICT,72622.91337910699,67354.98365882826
2015,6103,38981.33,26696.81,5.433333,10.596,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,38981.33,26696.81
2016,6103,43788.95,30782.74,6.363158,10.729,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,43240.93149562596,30397.49415292364
2017,6103,42546.905,28841.429,6.2666667,10.729,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,41137.60527283974,27886.101743631716
2018,6103,46507.85,30205.65,6.8150001,9.8,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,43896.70962601479,28509.781619985308
2019,6103,52656.421,37776.789,8.5421054,9.933,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,48814.93377856897,35020.82781892778
2021,6103,60097.947,43868.526,5.2210526,12.622,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,52563.527395487756,38368.772700349764
2022,6103,57636,39036.762,4.0238095,11.6,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,46680.10844202093,31616.35580861548
2023,6103,73270.92307692308,70664.69230769231,7.253846168518066,,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,56991.027306413635,54963.86888259917
2024,6103,78864.23076923077,76578.38461538461,8.223076939582825,,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,59582.626520646554,57855.64945715621
2025,6103,83966.07692307692,81615.92307692308,8.607692307692307,,6103,100101,5303300,GREEN MOUNTAIN SCHOOL DISTRICT,61808.88673319693,60078.897692318125
2015,6112,38611.63,24424.35,6.599318,196.386,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,38611.63,24424.35
2016,6112,41495.43,25826.27,6.250575,200.702,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,40976.11488769524,25503.05435178373
2017,6112,43962.465,26613.556,6.3185354,199.738,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,42506.277060365086,25732.023554583247
2018,6112,45198.818,26582.389,5.810148,213.02,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,42661.17202117687,25089.945269428055
2019,6112,51765.468,32233.428,5.2868526,221.445,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,47988.97920609969,29881.87619656624
2021,6112,55779.772,36956.491,5.8223404,215.083,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,48786.71768331888,32323.292626278842
2022,6112,59375.814,37816.182,5.7977551,221.404,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,48089.205294490675,30627.792987424524
2023,6112,101059.41509433962,89918.86320754717,13.561320732822114,,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,78605.25899428265,69940.0003879164
2024,6112,108122.11340206186,95087.47938144329,14.400515438969602,,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,81687.21660785537,71839.43488084665
2025,6112,111790.10869565218,98199.19021739131,15.53423913043478,,6112,100286,5309540,WASHOUGAL SCHOOL DISTRICT,82290.6394994658,72286.12849209177
2015,6114,48637.06,32001.82,7.992254,1782.806,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),48637.06,32001.82
2016,6114,51214.36,32869.46,7.894559,1790.574,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),50573.41252421735,32458.0988618868
2017,6114,53331.055,32782.171,7.6685285,1821.446,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),51564.54715975477,31696.312824275567
2018,6114,56580.835,33723.152,7.6581045,1847.052,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),53404.15616702244,31829.79671212408
2019,6114,59919.004,40850.653,7.4034531,1895.004,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),55547.68358331473,37870.44168851316
2021,6114,65347.663,45925.013,8.1515106,1792.739,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),57155.09174267803,40167.439978667346
2022,6114,67068.127,45058.422,7.7003937,1832.484,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),54319.30462494329,36493.3726349216
2023,6114,106300.74225028703,91910.10907003445,14.825315728980351,,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),82682.0278750684,71488.81596928497
2024,6114,114060.2920406942,98554.24955116697,15.380430874827734,,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),86173.56328983624,74458.6105228432
2025,6114,120578.6273556231,104730.83708206686,15.95069908814591,,6114,100084,5302700,EVERGREEN SCHOOL DISTRICT (CLARK),88760.02063899882,77094.18712760266
2015,6117,46327.49,28214.61,6.766464,404.007,6117,100031,5300810,CAMAS SCHOOL DISTRICT,46327.49,28214.61
2016,6117,48541.33,29007.71,6.820278,421.773,6117,100031,5300810,CAMAS SCHOOL DISTRICT,47933.835482161,28644.678645068776
2017,6117,50255.358,29202.387,6.8163221,442.018,6117,100031,5300810,CAMAS SCHOOL DISTRICT,48590.72781555436,28235.103574060362
2018,6117,53409.605,29938.716,6.6281573,462.847,6117,100031,5300810,CAMAS SCHOOL DISTRICT,50410.971952587526,28257.834383393834
2019,6117,57850.912,37124.518,6.5544739,476.003,6117,100031,5300810,CAMAS SCHOOL DISTRICT,53630.4668011869,34416.14248205915
2021,6117,62923.343,41653.309,7.3386228,491.965,6117,100031,5300810,CAMAS SCHOOL DISTRICT,55034.70632027035,36431.275243632146
2022,6117,65142.988,42423.247,7.2377245,482.028,6117,100031,5300810,CAMAS SCHOOL DISTRICT,52760.110765446385,34359.11184715523
2023,6117,105073.16194331984,92241.17611336033,15.084210510376977,,6117,100031,5300810,CAMAS SCHOOL DISTRICT,81727.20077780724,71746.32399721892
2024,6117,113425.48453608247,98871.41030927835,15.689690712985303,,6117,100031,5300810,CAMAS SCHOOL DISTRICT,85693.96058413736,74698.22829142134
2025,6117,121507.15082644628,103743.25826446281,16.698966942148754,,6117,100031,5300810,CAMAS SCHOOL DISTRICT,89443.52288348025,76367.21321725415
2015,6119,46889.47,31461,8.415142,851.773,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,46889.47,31461
2016,6119,49421.5,32552.42,8.073573,874.495,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,48802.99015872906,32145.02661600346
2017,6119,52010.96,33926.63,8.1034987,905.997,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,50288.17824331657,32802.86340869407
2018,6119,53891.478,34484.119,7.8042964,923.71,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,50865.79063712394,32548.0399212593
2019,6119,60348.647,43280.901,7.7309113,921.256,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,55945.982483907035,40123.3938058912
2021,6119,67574.957,48775.38,8.6224209,864.774,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,59103.15211796514,42660.45931411476
2022,6119,65032.339,44681.853,7.9612883,830.5,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,52670.49477337544,36188.38474964325
2023,6119,97865.04812206572,87926.2910798122,14.443544621793597,,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,76120.64098077074,68390.15322108704
2024,6119,107387.53110599078,94970.63018433179,14.04642857297019,,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,81132.23316138577,71751.15427501529
2025,6119,112733.56371986223,100595.00688863375,14.339150401836969,,6119,100018,5300380,BATTLE GROUND SCHOOL DISTRICT,82985.13311958204,74049.73073114827
2015,6122,46058.56,32733.69,8.287437,111.5,6122,100219,5307350,RIDGEFIELD SCHOOL DISTRICT,46058.56,32733.69
2016,6122,47901.93,33993.69,8.184651,124.364,6122,100219,5307350,RIDGEFIELD SCHOOL DISTRICT,47302.43757016942,33568.25912869675
2017,6122,46594.655,31935.14,7.2314394,141.599,6122,100219,5307350,RIDGEFIELD SCHOOL DISTRICT,45051.27988073747,30877.338402238078
2018,6122,49427.982,34015.04,6.9843077,187.789,6122,100219,5307350,RIDGEFIELD SCHOOL DISTRICT,46652.89350623359,32105.296929384567
2019,6122,56560.466,40992.587,6.8953168,202.884,6122,100219,5307350,RIDGEFIELD SCHOOL DISTRICT,52434.16377035959,38002.02106058874
2021,6122,58645.688,43599.585,7.1424623,222.596,6122,100219,5307350,RIDGEFIELD SCHOOL DISTRICT,51293.33665616277,38133.548564968405
2022,6122,60475.901,43768.508,7.0332584,245.916,6122,100219,5307350,RIDGEFIELD SCHOOL DISTRICT,48980.17934639673,35448.655350570145
